,home_team,home_goals,away_team,away_goals,date2,team,week,points
670,West Brom,2,Swansea,0,2015-02-11,Swansea,25,34
671,Swansea,2,Man Utd,1,2015-02-21,Swansea,26,37
672,Burnley,0,Swansea,1,2015-02-28,Swansea,27,40
673,Spurs,3,Swansea,2,2015-03-04,Swansea,28,40
674,Swansea,0,Liverpool,1,2015-03-16,Swansea,29,40
675,Aston Villa,0,Swansea,1,2015-03-21,Swansea,30,43
676,Swansea,3,Hull,1,2015-04-04,Swansea,31,46
677,Swansea,1,Everton,1,2015-04-11,Swansea,32,47
678,Leicester,2,Swansea,0,2015-04-18,Swansea,33,47
679,Newcastle,2,Swansea,3,2015-04-25,Swansea,34,50
680,Swansea,2,Stoke,0,2015-05-02,Swansea,35,53
681,Arsenal,0,Swansea,1,2015-05-11,Swansea,36,56
682,Swansea,2,Man City,4,2015-05-17,Swansea,37,56
683,Crystal Palace,1,Swansea,0,2015-05-24,Swansea,38,56
684,West Brom,2,Sunderland,2,2014-08-16,West Brom,1,1
685,Southampton,0,West Brom,0,2014-08-23,West Brom,2,2
686,Swansea,3,West Brom,0,2014-08-30,West Brom,3,2
687,West Brom,0,Everton,2,2014-09-13,West Brom,4,2
688,Spurs,0,West Brom,1,2014-09-21,West Brom,5,5
689,West Brom,4,Burnley,0,2014-09-28,West Brom,6,8
690,Liverpool,2,West Brom,1,2014-10-04,West Brom,7,8
691,West Brom,2,Man Utd,2,2014-10-20,West Brom,8,9
692,West Brom,2,Crystal Palace,2,2014-10-25,West Brom,9,10
693,Leicester,0,West Brom,1,2014-11-01,West Brom,10,13
694,West Brom,0,Newcastle,2,2014-11-09,West Brom,11,13
695,Chelsea,2,West Brom,0,2014-11-22,West Brom,12,13
696,West Brom,0,Arsenal,1,2014-11-29,West Brom,13,13
697,West Brom,1,West Ham,2,2014-12-02,West Brom,14,13
698,Hull,0,West Brom,0,2014-12-06,West Brom,15,14
699,West Brom,1,Aston Villa,0,2014-12-13,West Brom,16,17
700,QPR,3,West Brom,2,2014-12-20,West Brom,17,17
701,West Brom,1,Man City,3,2014-12-26,West Brom,18,17
702,Stoke,2,West Brom,0,2014-12-28,West Brom,19,17
703,West Ham,1,West Brom,1,2015-01-01,West Brom,20,18
704,West Brom,1,Hull,0,2015-01-10,West Brom,21,21
705,Everton,0,West Brom,0,2015-01-19,West Brom,22,22
706,West Brom,0,Spurs,3,2015-01-31,West Brom,23,22
707,Burnley,2,West Brom,2,2015-02-08,West Brom,24,23
708,West Brom,2,Swansea,0,2015-02-11,West Brom,25,26
709,Sunderland,0,West Brom,0,2015-02-21,West Brom,26,27
710,West Brom,1,Southampton,0,2015-02-28,West Brom,27,30
711,Aston Villa,2,West Brom,1,2015-03-03,West Brom,28,30
712,West Brom,1,Stoke,0,2015-03-14,West Brom,29,33
713,Man City,3,West Brom,0,2015-03-21,West Brom,30,33
714,West Brom,1,QPR,4,2015-04-04,West Brom,31,33
715,West Brom,2,Leicester,3,2015-04-11,West Brom,32,33
716,Crystal Palace,0,West Brom,2,2015-04-18,West Brom,33,36
717,West Brom,0,Liverpool,0,2015-04-25,West Brom,34,37
718,Man Utd,0,West Brom,1,2015-05-02,West Brom,35,40
719,Newcastle,1,West Brom,1,2015-05-09,West Brom,36,41
720,West Brom,3,Chelsea,0,2015-05-18,West Brom,37,44
721,Arsenal,4,West Brom,1,2015-05-24,West Brom,38,44
722,West Ham,0,Spurs,1,2014-08-16,West Ham,1,0
723,Crystal Palace,1,West Ham,3,2014-08-23,West Ham,2,3
724,West Ham,1,Southampton,3,2014-08-30,West Ham,3,3
725,Hull,2,West Ham,2,2014-09-15,West Ham,4,4
726,West Ham,3,Liverpool,1,2014-09-20,West Ham,5,7
727,Man Utd,2,West Ham,1,2014-09-27,West Ham,6,7
728,West Ham,2,QPR,0,2014-10-05,West Ham,7,10
729,Burnley,1,West Ham,3,2014-10-18,West Ham,8,13
730,West Ham,2,Man City,1,2014-10-25,West Ham,9,16
731,Stoke,2,West Ham,2,2014-11-01,West Ham,10,17
732,West Ham,0,Aston Villa,0,2014-11-08,West Ham,11,18
733,Everton,2,West Ham,1,2014-11-22,West Ham,12,18
734,West Ham,1,Newcastle,0,2014-11-29,West Ham,13,21
735,West Brom,1,West Ham,2,2014-12-02,West Ham,14,24
736,West Ham,3,Swansea,1,2014-12-07,West Ham,15,27
737,Sunderland,1,West Ham,1,2014-12-13,West Ham,16,28
738,West Ham,2,Leicester,0,2014-12-20,West Ham,17,31
739,Chelsea,2,West Ham,0,2014-12-26,West Ham,18,31
740,West Ham,1,Arsenal,2,2014-12-28,West Ham,19,31
741,West Ham,1,West Brom,1,2015-01-01,West Ham,20,32
742,Swansea,1,West Ham,1,2015-01-10,West Ham,21,33
743,West Ham,3,Hull,0,2015-01-18,West Ham,22,36
744,Liverpool,2,West Ham,0,2015-01-31,West Ham,23,36
745,West Ham,1,Man Utd,1,2015-02-08,West Ham,24,37
746,Southampton,0,West Ham,0,2015-02-11,West Ham,25,38
747,Spurs,2,West Ham,2,2015-02-22,West Ham,26,39
748,West Ham,1,Crystal Palace,3,2015-02-28,West Ham,27,39
749,West Ham,0,Chelsea,1,2015-03-04,West Ham,28,39
750,Arsenal,3,West Ham,0,2015-03-14,West Ham,29,39
751,West Ham,1,Sunderland,0,2015-03-21,West Ham,30,42
752,Leicester,2,West Ham,1,2015-04-04,West Ham,31,42
753,West Ham,1,Stoke,1,2015-04-11,West Ham,32,43
754,Man City,2,West Ham,0,2015-04-19,West Ham,33,43
755,QPR,0,West Ham,0,2015-04-25,West Ham,34,44
756,West Ham,1,Burnley,0,2015-05-02,West Ham,35,47
757,Aston Villa,1,West Ham,0,2015-05-09,West Ham,36,47
758,West Ham,1,Everton,2,2015-05-16,West Ham,37,47
759,Newcastle,2,West Ham,0,2015-05-24,West Ham,38,47
