,home_team,home_goals,away_team,away_goals,date2,team,week,points
29,Newcastle,1,Arsenal,3,2009-03-21,Arsenal,30,55
30,Arsenal,2,Man City,0,2009-04-04,Arsenal,31,58
31,Wigan,1,Arsenal,4,2009-04-11,Arsenal,32,61
32,Liverpool,4,Arsenal,4,2009-04-21,Arsenal,33,62
33,Arsenal,2,Middlesbrough,0,2009-04-26,Arsenal,34,65
34,Portsmouth,0,Arsenal,3,2009-05-02,Arsenal,35,68
35,Arsenal,1,Chelsea,4,2009-05-10,Arsenal,36,68
36,Man Utd,0,Arsenal,0,2009-05-16,Arsenal,37,69
37,Arsenal,4,Stoke,1,2009-05-24,Arsenal,38,72
38,Aston Villa,4,Man City,2,2008-08-17,Aston Villa,1,3
39,Stoke,3,Aston Villa,2,2008-08-23,Aston Villa,2,3
40,Aston Villa,0,Liverpool,0,2008-08-31,Aston Villa,3,4
41,Spurs,1,Aston Villa,2,2008-09-15,Aston Villa,4,7
42,West Brom,1,Aston Villa,2,2008-09-21,Aston Villa,5,10
43,Aston Villa,2,Sunderland,1,2008-09-27,Aston Villa,6,13
44,Chelsea,2,Aston Villa,0,2008-10-05,Aston Villa,7,13
45,Aston Villa,0,Portsmouth,0,2008-10-18,Aston Villa,8,14
46,Wigan,0,Aston Villa,4,2008-10-26,Aston Villa,9,17
47,Aston Villa,3,Blackburn,2,2008-10-29,Aston Villa,10,20
48,Newcastle,2,Aston Villa,0,2008-11-03,Aston Villa,11,20
49,Aston Villa,1,Middlesbrough,2,2008-11-09,Aston Villa,12,20
50,Arsenal,0,Aston Villa,2,2008-11-15,Aston Villa,13,23
51,Aston Villa,0,Man Utd,0,2008-11-22,Aston Villa,14,24
52,Aston Villa,0,Fulham,0,2008-11-29,Aston Villa,15,25
53,Everton,2,Aston Villa,3,2008-12-07,Aston Villa,16,28
54,Aston Villa,4,Bolton,2,2008-12-13,Aston Villa,17,31
55,West Ham,0,Aston Villa,1,2008-12-20,Aston Villa,18,34
56,Aston Villa,2,Arsenal,2,2008-12-26,Aston Villa,19,35
57,Hull,0,Aston Villa,1,2008-12-30,Aston Villa,20,38
58,Aston Villa,2,West Brom,1,2009-01-10,Aston Villa,21,41
59,Sunderland,1,Aston Villa,2,2009-01-17,Aston Villa,22,44
60,Portsmouth,0,Aston Villa,1,2009-01-27,Aston Villa,23,47
61,Aston Villa,0,Wigan,0,2009-01-31,Aston Villa,24,48
62,Blackburn,0,Aston Villa,2,2009-02-07,Aston Villa,25,51
63,Aston Villa,0,Chelsea,1,2009-02-21,Aston Villa,26,51
64,Aston Villa,2,Stoke,2,2009-03-01,Aston Villa,27,52
65,Man City,2,Aston Villa,0,2009-03-04,Aston Villa,28,52
66,Aston Villa,1,Spurs,2,2009-03-15,Aston Villa,29,52
67,Liverpool,5,Aston Villa,0,2009-03-22,Aston Villa,30,52
68,Man Utd,3,Aston Villa,2,2009-04-05,Aston Villa,31,52
69,Aston Villa,3,Everton,3,2009-04-12,Aston Villa,32,53
70,Aston Villa,1,West Ham,1,2009-04-18,Aston Villa,33,54
71,Bolton,1,Aston Villa,1,2009-04-25,Aston Villa,34,55
72,Aston Villa,1,Hull,0,2009-05-04,Aston Villa,35,58
73,Fulham,3,Aston Villa,1,2009-05-09,Aston Villa,36,58
74,Middlesbrough,1,Aston Villa,1,2009-05-16,Aston Villa,37,59
75,Aston Villa,1,Newcastle,0,2009-05-24,Aston Villa,38,62
76,Everton,2,Blackburn,3,2008-08-16,Blackburn,1,3
77,Blackburn,1,Hull,1,2008-08-23,Blackburn,2,4
78,West Ham,4,Blackburn,1,2008-08-30,Blackburn,3,4
79,Blackburn,0,Arsenal,4,2008-09-13,Blackburn,4,4
80,Blackburn,1,Fulham,0,2008-09-20,Blackburn,5,7
81,Newcastle,1,Blackburn,2,2008-09-27,Blackburn,6,10
82,Blackburn,0,Man Utd,2,2008-10-04,Blackburn,7,10
83,Bolton,0,Blackburn,0,2008-10-18,Blackburn,8,11
84,Blackburn,1,Middlesbrough,1,2008-10-25,Blackburn,9,12
85,Aston Villa,3,Blackburn,2,2008-10-29,Blackburn,10,12
86,West Brom,2,Blackburn,2,2008-11-01,Blackburn,11,13
87,Blackburn,0,Chelsea,2,2008-11-09,Blackburn,12,13
88,Blackburn,1,Sunderland,2,2008-11-15,Blackburn,13,13
89,Spurs,1,Blackburn,0,2008-11-23,Blackburn,14,13
90,Portsmouth,3,Blackburn,2,2008-11-30,Blackburn,15,13
91,Blackburn,1,Liverpool,3,2008-12-06,Blackburn,16,13
92,Wigan,3,Blackburn,0,2008-12-13,Blackburn,17,13
93,Blackburn,3,Stoke,0,2008-12-20,Blackburn,18,16
94,Sunderland,0,Blackburn,0,2008-12-26,Blackburn,19,17
95,Blackburn,2,Man City,2,2008-12-28,Blackburn,20,18
96,Blackburn,3,Newcastle,0,2009-01-17,Blackburn,21,21
97,Blackburn,2,Bolton,2,2009-01-28,Blackburn,22,22
98,Middlesbrough,0,Blackburn,0,2009-01-31,Blackburn,23,23
99,Blackburn,0,Aston Villa,2,2009-02-07,Blackburn,24,23
100,Man Utd,2,Blackburn,1,2009-02-21,Blackburn,25,23
101,Hull,1,Blackburn,2,2009-03-01,Blackburn,26,26
102,Blackburn,0,Everton,0,2009-03-04,Blackburn,27,27
103,Fulham,1,Blackburn,2,2009-03-11,Blackburn,28,30
104,Arsenal,4,Blackburn,0,2009-03-14,Blackburn,29,30
105,Blackburn,1,West Ham,1,2009-03-21,Blackburn,30,31
106,Blackburn,2,Spurs,1,2009-04-04,Blackburn,31,34
107,Liverpool,4,Blackburn,0,2009-04-11,Blackburn,32,34
108,Stoke,1,Blackburn,0,2009-04-18,Blackburn,33,34
109,Blackburn,2,Wigan,0,2009-04-26,Blackburn,34,37
110,Man City,3,Blackburn,1,2009-05-02,Blackburn,35,37
111,Blackburn,2,Portsmouth,0,2009-05-09,Blackburn,36,40
112,Chelsea,2,Blackburn,0,2009-05-17,Blackburn,37,40
113,Blackburn,0,West Brom,0,2009-05-24,Blackburn,38,41
114,Bolton,3,Stoke,1,2008-08-16,Bolton,1,3
115,Newcastle,1,Bolton,0,2008-08-23,Bolton,2,3
116,Bolton,0,West Brom,0,2008-08-30,Bolton,3,4
117,Fulham,2,Bolton,1,2008-09-13,Bolton,4,4
118,Bolton,1,Arsenal,3,2008-09-20,Bolton,5,4
119,Man Utd,2,Bolton,0,2008-09-27,Bolton,6,4
120,West Ham,1,Bolton,3,2008-10-05,Bolton,7,7
121,Bolton,0,Blackburn,0,2008-10-18,Bolton,8,8
122,Spurs,2,Bolton,0,2008-10-26,Bolton,9,8
123,Bolton,0,Everton,1,2008-10-29,Bolton,10,8
124,Bolton,2,Man City,0,2008-11-02,Bolton,11,11
125,Hull,0,Bolton,1,2008-11-08,Bolton,12,14
126,Bolton,0,Liverpool,2,2008-11-15,Bolton,13,14
127,Middlesbrough,1,Bolton,3,2008-11-22,Bolton,14,17
128,Sunderland,1,Bolton,4,2008-11-29,Bolton,15,20
129,Bolton,0,Chelsea,2,2008-12-06,Bolton,16,20
130,Aston Villa,4,Bolton,2,2008-12-13,Bolton,17,20
131,Bolton,2,Portsmouth,1,2008-12-20,Bolton,18,23
132,Liverpool,3,Bolton,0,2008-12-26,Bolton,19,23
133,Bolton,0,Wigan,1,2008-12-28,Bolton,20,23
134,Arsenal,1,Bolton,0,2009-01-10,Bolton,21,23
135,Bolton,0,Man Utd,1,2009-01-17,Bolton,22,23
136,Blackburn,2,Bolton,2,2009-01-28,Bolton,23,24
137,Bolton,3,Spurs,2,2009-01-31,Bolton,24,27
138,Everton,3,Bolton,0,2009-02-07,Bolton,25,27
139,Bolton,2,West Ham,1,2009-02-21,Bolton,26,30
140,Bolton,1,Newcastle,0,2009-03-01,Bolton,27,33
141,Stoke,2,Bolton,0,2009-03-04,Bolton,28,33
142,Bolton,1,Fulham,3,2009-03-14,Bolton,29,33
143,West Brom,1,Bolton,1,2009-03-21,Bolton,30,34
144,Bolton,4,Middlesbrough,1,2009-04-04,Bolton,31,37
145,Chelsea,4,Bolton,3,2009-04-11,Bolton,32,37
146,Portsmouth,1,Bolton,0,2009-04-18,Bolton,33,37
147,Bolton,1,Aston Villa,1,2009-04-25,Bolton,34,38
148,Wigan,0,Bolton,0,2009-05-02,Bolton,35,39
149,Bolton,0,Sunderland,0,2009-05-09,Bolton,36,40
150,Bolton,1,Hull,1,2009-05-16,Bolton,37,41
151,Man City,1,Bolton,0,2009-05-24,Bolton,38,41
152,Chelsea,4,Portsmouth,0,2008-08-17,Chelsea,1,3
153,Wigan,0,Chelsea,1,2008-08-24,Chelsea,2,6
154,Chelsea,1,Spurs,1,2008-08-31,Chelsea,3,7
155,Man City,1,Chelsea,3,2008-09-13,Chelsea,4,10
156,Chelsea,1,Man Utd,1,2008-09-21,Chelsea,5,11
157,Stoke,0,Chelsea,2,2008-09-27,Chelsea,6,14
158,Chelsea,2,Aston Villa,0,2008-10-05,Chelsea,7,17
159,Middlesbrough,0,Chelsea,5,2008-10-18,Chelsea,8,20
160,Chelsea,0,Liverpool,1,2008-10-26,Chelsea,9,20
161,Hull,0,Chelsea,3,2008-10-29,Chelsea,10,23
162,Chelsea,5,Sunderland,0,2008-11-01,Chelsea,11,26
163,Blackburn,0,Chelsea,2,2008-11-09,Chelsea,12,29
164,West Brom,0,Chelsea,3,2008-11-15,Chelsea,13,32
165,Chelsea,0,Newcastle,0,2008-11-22,Chelsea,14,33
166,Chelsea,1,Arsenal,2,2008-11-30,Chelsea,15,33
167,Bolton,0,Chelsea,2,2008-12-06,Chelsea,16,36
168,Chelsea,1,West Ham,1,2008-12-14,Chelsea,17,37
169,Everton,0,Chelsea,0,2008-12-22,Chelsea,18,38
170,Chelsea,2,West Brom,0,2008-12-26,Chelsea,19,41
171,Fulham,2,Chelsea,2,2008-12-28,Chelsea,20,42
172,Man Utd,3,Chelsea,0,2009-01-11,Chelsea,21,42
173,Chelsea,2,Stoke,1,2009-01-17,Chelsea,22,45
174,Chelsea,2,Middlesbrough,0,2009-01-28,Chelsea,23,48
175,Liverpool,2,Chelsea,0,2009-02-01,Chelsea,24,48
176,Chelsea,0,Hull,0,2009-02-07,Chelsea,25,49
177,Aston Villa,0,Chelsea,1,2009-02-21,Chelsea,26,52
178,Chelsea,2,Wigan,1,2009-02-28,Chelsea,27,55
179,Portsmouth,0,Chelsea,1,2009-03-03,Chelsea,28,58
180,Chelsea,1,Man City,0,2009-03-15,Chelsea,29,61
181,Spurs,1,Chelsea,0,2009-03-21,Chelsea,30,61
182,Newcastle,0,Chelsea,2,2009-04-04,Chelsea,31,64
183,Chelsea,4,Bolton,3,2009-04-11,Chelsea,32,67
184,Chelsea,0,Everton,0,2009-04-22,Chelsea,33,68
185,West Ham,0,Chelsea,1,2009-04-25,Chelsea,34,71
186,Chelsea,3,Fulham,1,2009-05-02,Chelsea,35,74
187,Arsenal,1,Chelsea,4,2009-05-10,Chelsea,36,77
188,Chelsea,2,Blackburn,0,2009-05-17,Chelsea,37,80
189,Sunderland,2,Chelsea,3,2009-05-24,Chelsea,38,83
190,Everton,2,Blackburn,3,2008-08-16,Everton,1,0
191,West Brom,1,Everton,2,2008-08-23,Everton,2,3
192,Everton,0,Portsmouth,3,2008-08-30,Everton,3,3
193,Stoke,2,Everton,3,2008-09-14,Everton,4,6
194,Hull,2,Everton,2,2008-09-21,Everton,5,7
195,Everton,0,Liverpool,2,2008-09-27,Everton,6,7
196,Everton,2,Newcastle,2,2008-10-05,Everton,7,8
197,Arsenal,3,Everton,1,2008-10-18,Everton,8,8
198,Everton,1,Man Utd,1,2008-10-25,Everton,9,9
199,Bolton,0,Everton,1,2008-10-29,Everton,10,12
200,Everton,1,Fulham,0,2008-11-01,Everton,11,15
201,West Ham,1,Everton,3,2008-11-08,Everton,12,18
202,Everton,1,Middlesbrough,1,2008-11-16,Everton,13,19
203,Wigan,1,Everton,0,2008-11-24,Everton,14,19
204,Spurs,0,Everton,1,2008-11-30,Everton,15,22
205,Everton,2,Aston Villa,3,2008-12-07,Everton,16,22
206,Man City,0,Everton,1,2008-12-13,Everton,17,25
207,Everton,0,Chelsea,0,2008-12-22,Everton,18,26
208,Middlesbrough,0,Everton,1,2008-12-26,Everton,19,29
209,Everton,3,Sunderland,0,2008-12-28,Everton,20,32
210,Everton,2,Hull,0,2009-01-10,Everton,21,35
211,Liverpool,1,Everton,1,2009-01-19,Everton,22,36
212,Everton,1,Arsenal,1,2009-01-28,Everton,23,37
213,Man Utd,1,Everton,0,2009-01-31,Everton,24,37
214,Everton,3,Bolton,0,2009-02-07,Everton,25,40
215,Newcastle,0,Everton,0,2009-02-22,Everton,26,41
216,Everton,2,West Brom,0,2009-02-28,Everton,27,44
217,Blackburn,0,Everton,0,2009-03-04,Everton,28,45
218,Everton,3,Stoke,1,2009-03-14,Everton,29,48
219,Portsmouth,2,Everton,1,2009-03-21,Everton,30,48
220,Everton,4,Wigan,0,2009-04-05,Everton,31,51
221,Aston Villa,3,Everton,3,2009-04-12,Everton,32,52
222,Chelsea,0,Everton,0,2009-04-22,Everton,33,53
223,Everton,1,Man City,2,2009-04-25,Everton,34,53
224,Sunderland,0,Everton,2,2009-05-03,Everton,35,56
225,Everton,0,Spurs,0,2009-05-09,Everton,36,57
226,Everton,3,West Ham,1,2009-05-16,Everton,37,60
227,Fulham,0,Everton,2,2009-05-24,Everton,38,63
228,Hull,2,Fulham,1,2008-08-16,Fulham,1,0
229,Fulham,1,Arsenal,0,2008-08-23,Fulham,2,3
230,Fulham,2,Bolton,1,2008-09-13,Fulham,3,6
231,Blackburn,1,Fulham,0,2008-09-20,Fulham,4,6
232,Fulham,1,West Ham,2,2008-09-27,Fulham,5,6
233,West Brom,1,Fulham,0,2008-10-04,Fulham,6,6
234,Fulham,0,Sunderland,0,2008-10-18,Fulham,7,7
235,Portsmouth,1,Fulham,1,2008-10-26,Fulham,8,8
236,Fulham,2,Wigan,0,2008-10-29,Fulham,9,11
237,Everton,1,Fulham,0,2008-11-01,Fulham,10,11
238,Fulham,2,Newcastle,1,2008-11-09,Fulham,11,14
239,Fulham,2,Spurs,1,2008-11-15,Fulham,12,17
240,Liverpool,0,Fulham,0,2008-11-22,Fulham,13,18
241,Aston Villa,0,Fulham,0,2008-11-29,Fulham,14,19
242,Fulham,1,Man City,1,2008-12-06,Fulham,15,20
243,Stoke,0,Fulham,0,2008-12-13,Fulham,16,21
244,Fulham,3,Middlesbrough,0,2008-12-20,Fulham,17,24
245,Spurs,0,Fulham,0,2008-12-26,Fulham,18,25
246,Fulham,2,Chelsea,2,2008-12-28,Fulham,19,26
247,West Ham,3,Fulham,1,2009-01-18,Fulham,20,26
248,Sunderland,1,Fulham,0,2009-01-27,Fulham,21,26
249,Fulham,3,Portsmouth,1,2009-01-31,Fulham,22,29
250,Wigan,0,Fulham,0,2009-02-07,Fulham,23,30
251,Man Utd,3,Fulham,0,2009-02-18,Fulham,24,30
252,Fulham,2,West Brom,0,2009-02-22,Fulham,25,33
253,Arsenal,0,Fulham,0,2009-02-28,Fulham,26,34
254,Fulham,0,Hull,1,2009-03-04,Fulham,27,34
255,Fulham,1,Blackburn,2,2009-03-11,Fulham,28,34
256,Bolton,1,Fulham,3,2009-03-14,Fulham,29,37
257,Fulham,2,Man Utd,0,2009-03-21,Fulham,30,40
258,Fulham,0,Liverpool,1,2009-04-04,Fulham,31,40
259,Man City,1,Fulham,3,2009-04-12,Fulham,32,43
260,Middlesbrough,0,Fulham,0,2009-04-18,Fulham,33,44
261,Fulham,1,Stoke,0,2009-04-25,Fulham,34,47
262,Chelsea,3,Fulham,1,2009-05-02,Fulham,35,47
263,Fulham,3,Aston Villa,1,2009-05-09,Fulham,36,50
264,Newcastle,0,Fulham,1,2009-05-16,Fulham,37,53
265,Fulham,0,Everton,2,2009-05-24,Fulham,38,53
266,Hull,2,Fulham,1,2008-08-16,Hull,1,3
267,Blackburn,1,Hull,1,2008-08-23,Hull,2,4
268,Hull,0,Wigan,5,2008-08-30,Hull,3,4
269,Newcastle,1,Hull,2,2008-09-13,Hull,4,7
270,Hull,2,Everton,2,2008-09-21,Hull,5,8
271,Arsenal,1,Hull,2,2008-09-27,Hull,6,11
272,Spurs,0,Hull,1,2008-10-05,Hull,7,14
273,Hull,1,West Ham,0,2008-10-19,Hull,8,17
274,West Brom,0,Hull,3,2008-10-25,Hull,9,20
275,Hull,0,Chelsea,3,2008-10-29,Hull,10,20
276,Man Utd,4,Hull,3,2008-11-01,Hull,11,20
277,Hull,0,Bolton,1,2008-11-08,Hull,12,20
278,Hull,2,Man City,2,2008-11-16,Hull,13,21
279,Portsmouth,2,Hull,2,2008-11-22,Hull,14,22
280,Stoke,1,Hull,1,2008-11-29,Hull,15,23
281,Hull,2,Middlesbrough,1,2008-12-06,Hull,16,26
282,Liverpool,2,Hull,2,2008-12-13,Hull,17,27
283,Hull,1,Sunderland,4,2008-12-20,Hull,18,27
284,Man City,5,Hull,1,2008-12-26,Hull,19,27
285,Hull,0,Aston Villa,1,2008-12-30,Hull,20,27
286,Everton,2,Hull,0,2009-01-10,Hull,21,27
287,Hull,1,Arsenal,3,2009-01-17,Hull,22,27
288,West Ham,2,Hull,0,2009-01-28,Hull,23,27
289,Hull,2,West Brom,2,2009-01-31,Hull,24,28
290,Chelsea,0,Hull,0,2009-02-07,Hull,25,29
291,Hull,1,Spurs,2,2009-02-23,Hull,26,29
292,Hull,1,Blackburn,2,2009-03-01,Hull,27,29
293,Fulham,0,Hull,1,2009-03-04,Hull,28,32
294,Hull,1,Newcastle,1,2009-03-14,Hull,29,33
295,Wigan,1,Hull,0,2009-03-22,Hull,30,33
296,Hull,0,Portsmouth,0,2009-04-04,Hull,31,34
297,Middlesbrough,3,Hull,1,2009-04-11,Hull,32,34
298,Sunderland,1,Hull,0,2009-04-18,Hull,33,34
299,Hull,1,Liverpool,3,2009-04-25,Hull,34,34
300,Aston Villa,1,Hull,0,2009-05-04,Hull,35,34
301,Hull,1,Stoke,2,2009-05-09,Hull,36,34
302,Bolton,1,Hull,1,2009-05-16,Hull,37,35
303,Hull,0,Man Utd,1,2009-05-24,Hull,38,35
304,Sunderland,0,Liverpool,1,2008-08-16,Liverpool,1,3
305,Liverpool,2,Middlesbrough,1,2008-08-23,Liverpool,2,6
306,Aston Villa,0,Liverpool,0,2008-08-31,Liverpool,3,7
307,Liverpool,2,Man Utd,1,2008-09-13,Liverpool,4,10
308,Liverpool,0,Stoke,0,2008-09-20,Liverpool,5,11
309,Everton,0,Liverpool,2,2008-09-27,Liverpool,6,14
310,Man City,2,Liverpool,3,2008-10-05,Liverpool,7,17
311,Liverpool,3,Wigan,2,2008-10-18,Liverpool,8,20
312,Chelsea,0,Liverpool,1,2008-10-26,Liverpool,9,23
313,Liverpool,1,Portsmouth,0,2008-10-29,Liverpool,10,26
314,Spurs,2,Liverpool,1,2008-11-01,Liverpool,11,26
315,Liverpool,3,West Brom,0,2008-11-08,Liverpool,12,29
316,Bolton,0,Liverpool,2,2008-11-15,Liverpool,13,32
317,Liverpool,0,Fulham,0,2008-11-22,Liverpool,14,33
318,Liverpool,0,West Ham,0,2008-12-01,Liverpool,15,34
319,Blackburn,1,Liverpool,3,2008-12-06,Liverpool,16,37
320,Liverpool,2,Hull,2,2008-12-13,Liverpool,17,38
321,Arsenal,1,Liverpool,1,2008-12-21,Liverpool,18,39
322,Liverpool,3,Bolton,0,2008-12-26,Liverpool,19,42
323,Newcastle,1,Liverpool,5,2008-12-28,Liverpool,20,45
324,Stoke,0,Liverpool,0,2009-01-10,Liverpool,21,46
325,Liverpool,1,Everton,1,2009-01-19,Liverpool,22,47
326,Wigan,1,Liverpool,1,2009-01-28,Liverpool,23,48
327,Liverpool,2,Chelsea,0,2009-02-01,Liverpool,24,51
328,Portsmouth,2,Liverpool,3,2009-02-07,Liverpool,25,54
329,Liverpool,1,Man City,1,2009-02-22,Liverpool,26,55
330,Middlesbrough,2,Liverpool,0,2009-02-28,Liverpool,27,55
331,Liverpool,2,Sunderland,0,2009-03-03,Liverpool,28,58
332,Man Utd,1,Liverpool,4,2009-03-14,Liverpool,29,61
333,Liverpool,5,Aston Villa,0,2009-03-22,Liverpool,30,64
334,Fulham,0,Liverpool,1,2009-04-04,Liverpool,31,67
335,Liverpool,4,Blackburn,0,2009-04-11,Liverpool,32,70
336,Liverpool,4,Arsenal,4,2009-04-21,Liverpool,33,71
337,Hull,1,Liverpool,3,2009-04-25,Liverpool,34,74
338,Liverpool,3,Newcastle,0,2009-05-03,Liverpool,35,77
339,West Ham,0,Liverpool,3,2009-05-09,Liverpool,36,80
340,West Brom,0,Liverpool,2,2009-05-17,Liverpool,37,83
341,Liverpool,3,Spurs,1,2009-05-24,Liverpool,38,86
342,Aston Villa,4,Man City,2,2008-08-17,Man City,1,0
343,Man City,3,West Ham,0,2008-08-24,Man City,2,3
344,Sunderland,0,Man City,3,2008-08-31,Man City,3,6
345,Man City,1,Chelsea,3,2008-09-13,Man City,4,6
346,Man City,6,Portsmouth,0,2008-09-21,Man City,5,9
347,Wigan,2,Man City,1,2008-09-28,Man City,6,9
348,Man City,2,Liverpool,3,2008-10-05,Man City,7,9
349,Newcastle,2,Man City,2,2008-10-20,Man City,8,10
350,Man City,3,Stoke,0,2008-10-26,Man City,9,13
351,Middlesbrough,2,Man City,0,2008-10-29,Man City,10,13
352,Bolton,2,Man City,0,2008-11-02,Man City,11,13
353,Man City,1,Spurs,2,2008-11-09,Man City,12,13
354,Hull,2,Man City,2,2008-11-16,Man City,13,14
355,Man City,3,Arsenal,0,2008-11-22,Man City,14,17
356,Man City,0,Man Utd,1,2008-11-30,Man City,15,17
357,Fulham,1,Man City,1,2008-12-06,Man City,16,18
358,Man City,0,Everton,1,2008-12-13,Man City,17,18
359,West Brom,2,Man City,1,2008-12-21,Man City,18,18
360,Man City,5,Hull,1,2008-12-26,Man City,19,21
361,Blackburn,2,Man City,2,2008-12-28,Man City,20,22
362,Man City,1,Wigan,0,2009-01-17,Man City,21,25
363,Man City,2,Newcastle,1,2009-01-28,Man City,22,28
364,Stoke,1,Man City,0,2009-01-31,Man City,23,28
365,Man City,1,Middlesbrough,0,2009-02-07,Man City,24,31
366,Portsmouth,2,Man City,0,2009-02-14,Man City,25,31
367,Liverpool,1,Man City,1,2009-02-22,Man City,26,32
368,West Ham,1,Man City,0,2009-03-01,Man City,27,32
369,Man City,2,Aston Villa,0,2009-03-04,Man City,28,35
370,Chelsea,1,Man City,0,2009-03-15,Man City,29,35
371,Man City,1,Sunderland,0,2009-03-22,Man City,30,38
372,Arsenal,2,Man City,0,2009-04-04,Man City,31,38
373,Man City,1,Fulham,3,2009-04-12,Man City,32,38
374,Man City,4,West Brom,2,2009-04-19,Man City,33,41
375,Everton,1,Man City,2,2009-04-25,Man City,34,44
376,Man City,3,Blackburn,1,2009-05-02,Man City,35,47
377,Man Utd,2,Man City,0,2009-05-10,Man City,36,47
378,Spurs,2,Man City,1,2009-05-16,Man City,37,47
379,Man City,1,Bolton,0,2009-05-24,Man City,38,50
380,Man Utd,1,Newcastle,1,2008-08-17,Man Utd,1,1
381,Portsmouth,0,Man Utd,1,2008-08-25,Man Utd,2,4
382,Liverpool,2,Man Utd,1,2008-09-13,Man Utd,3,4
383,Chelsea,1,Man Utd,1,2008-09-21,Man Utd,4,5
384,Man Utd,2,Bolton,0,2008-09-27,Man Utd,5,8
385,Blackburn,0,Man Utd,2,2008-10-04,Man Utd,6,11
386,Man Utd,4,West Brom,0,2008-10-18,Man Utd,7,14
387,Everton,1,Man Utd,1,2008-10-25,Man Utd,8,15
388,Man Utd,2,West Ham,0,2008-10-29,Man Utd,9,18
389,Man Utd,4,Hull,3,2008-11-01,Man Utd,10,21
390,Arsenal,2,Man Utd,1,2008-11-08,Man Utd,11,21
391,Man Utd,5,Stoke,0,2008-11-15,Man Utd,12,24
392,Aston Villa,0,Man Utd,0,2008-11-22,Man Utd,13,25
393,Man City,0,Man Utd,1,2008-11-30,Man Utd,14,28
394,Man Utd,1,Sunderland,0,2008-12-06,Man Utd,15,31
395,Spurs,0,Man Utd,0,2008-12-13,Man Utd,16,32
396,Stoke,0,Man Utd,1,2008-12-26,Man Utd,17,35
397,Man Utd,1,Middlesbrough,0,2008-12-29,Man Utd,18,38
398,Man Utd,3,Chelsea,0,2009-01-11,Man Utd,19,41
399,Man Utd,1,Wigan,0,2009-01-14,Man Utd,20,44
400,Bolton,0,Man Utd,1,2009-01-17,Man Utd,21,47
401,West Brom,0,Man Utd,5,2009-01-27,Man Utd,22,50
402,Man Utd,1,Everton,0,2009-01-31,Man Utd,23,53
403,West Ham,0,Man Utd,1,2009-02-08,Man Utd,24,56
404,Man Utd,3,Fulham,0,2009-02-18,Man Utd,25,59
405,Man Utd,2,Blackburn,1,2009-02-21,Man Utd,26,62
406,Newcastle,1,Man Utd,2,2009-03-04,Man Utd,27,65
407,Man Utd,1,Liverpool,4,2009-03-14,Man Utd,28,65
408,Fulham,2,Man Utd,0,2009-03-21,Man Utd,29,65
409,Man Utd,3,Aston Villa,2,2009-04-05,Man Utd,30,68
410,Sunderland,1,Man Utd,2,2009-04-11,Man Utd,31,71
411,Man Utd,2,Portsmouth,0,2009-04-22,Man Utd,32,74
412,Man Utd,5,Spurs,2,2009-04-25,Man Utd,33,77
413,Middlesbrough,0,Man Utd,2,2009-05-02,Man Utd,34,80
414,Man Utd,2,Man City,0,2009-05-10,Man Utd,35,83
415,Wigan,1,Man Utd,2,2009-05-13,Man Utd,36,86
416,Man Utd,0,Arsenal,0,2009-05-16,Man Utd,37,87
417,Hull,0,Man Utd,1,2009-05-24,Man Utd,38,90
