,home_team,home_goals,away_team,away_goals,date2,team,week,points
460,Wolves,0,QPR,3,2011-09-17,QPR,5,7
461,QPR,1,Aston Villa,1,2011-09-25,QPR,6,8
462,Fulham,6,QPR,0,2011-10-02,QPR,7,8
463,QPR,1,Blackburn,1,2011-10-15,QPR,8,9
464,QPR,1,Chelsea,0,2011-10-23,QPR,9,12
465,Spurs,3,QPR,1,2011-10-30,QPR,10,12
466,QPR,2,Man City,3,2011-11-05,QPR,11,12
467,Stoke,2,QPR,3,2011-11-19,QPR,12,15
468,Norwich,2,QPR,1,2011-11-26,QPR,13,15
469,QPR,1,West Brom,1,2011-12-03,QPR,14,16
470,Liverpool,1,QPR,0,2011-12-10,QPR,15,16
471,QPR,0,Man Utd,2,2011-12-18,QPR,16,16
472,QPR,2,Sunderland,3,2011-12-21,QPR,17,16
473,Swansea,1,QPR,1,2011-12-27,QPR,18,17
474,Arsenal,1,QPR,0,2011-12-31,QPR,19,17
475,QPR,1,Norwich,2,2012-01-02,QPR,20,17
476,Newcastle,1,QPR,0,2012-01-15,QPR,21,17
477,QPR,3,Wigan,1,2012-01-21,QPR,22,20
478,Aston Villa,2,QPR,2,2012-02-01,QPR,23,21
479,QPR,1,Wolves,2,2012-02-04,QPR,24,21
480,Blackburn,3,QPR,2,2012-02-11,QPR,25,21
481,QPR,0,Fulham,1,2012-02-25,QPR,26,21
482,QPR,1,Everton,1,2012-03-03,QPR,27,22
483,Bolton,2,QPR,1,2012-03-10,QPR,28,22
484,QPR,3,Liverpool,2,2012-03-21,QPR,29,25
485,Sunderland,3,QPR,1,2012-03-24,QPR,30,25
486,QPR,2,Arsenal,1,2012-03-31,QPR,31,28
487,Man Utd,2,QPR,0,2012-04-08,QPR,32,28
488,QPR,3,Swansea,0,2012-04-11,QPR,33,31
489,West Brom,1,QPR,0,2012-04-14,QPR,34,31
490,QPR,1,Spurs,0,2012-04-21,QPR,35,34
491,Chelsea,6,QPR,1,2012-04-29,QPR,36,34
492,QPR,1,Stoke,0,2012-05-06,QPR,37,37
493,Man City,3,QPR,2,2012-05-13,QPR,38,37
494,Man Utd,3,Spurs,0,2011-08-22,Spurs,1,0
495,Spurs,1,Man City,5,2011-08-28,Spurs,2,0
496,Wolves,0,Spurs,2,2011-09-10,Spurs,3,3
497,Spurs,4,Liverpool,0,2011-09-18,Spurs,4,6
498,Wigan,1,Spurs,2,2011-09-24,Spurs,5,9
499,Spurs,2,Arsenal,1,2011-10-02,Spurs,6,12
500,Newcastle,2,Spurs,2,2011-10-16,Spurs,7,13
501,Blackburn,1,Spurs,2,2011-10-23,Spurs,8,16
502,Spurs,3,QPR,1,2011-10-30,Spurs,9,19
503,Fulham,1,Spurs,3,2011-11-06,Spurs,10,22
504,Spurs,2,Aston Villa,0,2011-11-21,Spurs,11,25
505,West Brom,1,Spurs,3,2011-11-26,Spurs,12,28
506,Spurs,3,Bolton,0,2011-12-03,Spurs,13,31
507,Stoke,2,Spurs,1,2011-12-11,Spurs,14,31
508,Spurs,1,Sunderland,0,2011-12-18,Spurs,15,34
509,Spurs,1,Chelsea,1,2011-12-22,Spurs,16,35
510,Norwich,0,Spurs,2,2011-12-27,Spurs,17,38
511,Swansea,1,Spurs,1,2011-12-31,Spurs,18,39
512,Spurs,1,West Brom,0,2012-01-03,Spurs,19,42
513,Spurs,2,Everton,0,2012-01-11,Spurs,20,45
514,Spurs,1,Wolves,1,2012-01-14,Spurs,21,46
515,Man City,3,Spurs,2,2012-01-22,Spurs,22,46
516,Spurs,3,Wigan,1,2012-01-31,Spurs,23,49
517,Liverpool,0,Spurs,0,2012-02-06,Spurs,24,50
518,Spurs,5,Newcastle,0,2012-02-11,Spurs,25,53
519,Arsenal,5,Spurs,2,2012-02-26,Spurs,26,53
520,Spurs,1,Man Utd,3,2012-03-04,Spurs,27,53
521,Everton,1,Spurs,0,2012-03-10,Spurs,28,53
522,Spurs,1,Stoke,1,2012-03-21,Spurs,29,54
523,Chelsea,0,Spurs,0,2012-03-24,Spurs,30,55
524,Spurs,3,Swansea,1,2012-04-01,Spurs,31,58
525,Sunderland,0,Spurs,0,2012-04-07,Spurs,32,59
526,Spurs,1,Norwich,2,2012-04-09,Spurs,33,59
527,QPR,1,Spurs,0,2012-04-21,Spurs,34,59
528,Spurs,2,Blackburn,0,2012-04-29,Spurs,35,62
529,Bolton,1,Spurs,4,2012-05-02,Spurs,36,65
530,Aston Villa,1,Spurs,1,2012-05-06,Spurs,37,66
531,Spurs,2,Fulham,0,2012-05-13,Spurs,38,69
532,Stoke,0,Chelsea,0,2011-08-14,Stoke,1,1
533,Norwich,1,Stoke,1,2011-08-21,Stoke,2,2
534,West Brom,0,Stoke,1,2011-08-28,Stoke,3,5
535,Stoke,1,Liverpool,0,2011-09-10,Stoke,4,8
536,Sunderland,4,Stoke,0,2011-09-18,Stoke,5,8
537,Stoke,1,Man Utd,1,2011-09-24,Stoke,6,9
538,Swansea,2,Stoke,0,2011-10-02,Stoke,7,9
539,Stoke,2,Fulham,0,2011-10-15,Stoke,8,12
540,Arsenal,3,Stoke,1,2011-10-23,Stoke,9,12
541,Stoke,1,Newcastle,3,2011-10-31,Stoke,10,12
542,Bolton,5,Stoke,0,2011-11-06,Stoke,11,12
543,Stoke,2,QPR,3,2011-11-19,Stoke,12,12
544,Stoke,3,Blackburn,1,2011-11-26,Stoke,13,15
545,Everton,0,Stoke,1,2011-12-04,Stoke,14,18
546,Stoke,2,Spurs,1,2011-12-11,Stoke,15,21
547,Wolves,1,Stoke,2,2011-12-17,Stoke,16,24
548,Man City,3,Stoke,0,2011-12-21,Stoke,17,24
549,Stoke,0,Aston Villa,0,2011-12-26,Stoke,18,25
550,Stoke,2,Wigan,2,2011-12-31,Stoke,19,26
551,Blackburn,1,Stoke,2,2012-01-02,Stoke,20,29
552,Liverpool,0,Stoke,0,2012-01-14,Stoke,21,30
553,Stoke,1,West Brom,2,2012-01-21,Stoke,22,30
554,Man Utd,2,Stoke,0,2012-01-31,Stoke,23,30
555,Stoke,0,Sunderland,1,2012-02-04,Stoke,24,30
556,Fulham,2,Stoke,1,2012-02-11,Stoke,25,30
557,Stoke,2,Swansea,0,2012-02-26,Stoke,26,33
558,Stoke,1,Norwich,0,2012-03-03,Stoke,27,36
559,Chelsea,1,Stoke,0,2012-03-10,Stoke,28,36
560,Spurs,1,Stoke,1,2012-03-21,Stoke,29,37
561,Stoke,1,Man City,1,2012-03-24,Stoke,30,38
562,Wigan,2,Stoke,0,2012-03-31,Stoke,31,38
563,Stoke,2,Wolves,1,2012-04-07,Stoke,32,41
564,Aston Villa,1,Stoke,1,2012-04-09,Stoke,33,42
565,Newcastle,3,Stoke,0,2012-04-21,Stoke,34,42
566,Stoke,1,Arsenal,1,2012-04-28,Stoke,35,43
567,Stoke,1,Everton,1,2012-05-01,Stoke,36,44
568,QPR,1,Stoke,0,2012-05-06,Stoke,37,44
569,Stoke,2,Bolton,2,2012-05-13,Stoke,38,45
570,Liverpool,1,Sunderland,1,2011-08-13,Sunderland,1,1
571,Sunderland,0,Newcastle,1,2011-08-20,Sunderland,2,1
572,Swansea,0,Sunderland,0,2011-08-27,Sunderland,3,2
573,Sunderland,1,Chelsea,2,2011-09-10,Sunderland,4,2
574,Sunderland,4,Stoke,0,2011-09-18,Sunderland,5,5
575,Norwich,2,Sunderland,1,2011-09-26,Sunderland,6,5
576,Sunderland,2,West Brom,2,2011-10-01,Sunderland,7,6
577,Arsenal,2,Sunderland,1,2011-10-16,Sunderland,8,6
578,Bolton,0,Sunderland,2,2011-10-22,Sunderland,9,9
579,Sunderland,2,Aston Villa,2,2011-10-29,Sunderland,10,10
580,Man Utd,1,Sunderland,0,2011-11-05,Sunderland,11,10
581,Sunderland,0,Fulham,0,2011-11-19,Sunderland,12,11
582,Sunderland,1,Wigan,2,2011-11-26,Sunderland,13,11
583,Wolves,2,Sunderland,1,2011-12-04,Sunderland,14,11
584,Sunderland,2,Blackburn,1,2011-12-11,Sunderland,15,14
585,Spurs,1,Sunderland,0,2011-12-18,Sunderland,16,14
586,QPR,2,Sunderland,3,2011-12-21,Sunderland,17,17
587,Sunderland,1,Everton,1,2011-12-26,Sunderland,18,18
588,Sunderland,1,Man City,0,2012-01-01,Sunderland,19,21
589,Wigan,1,Sunderland,4,2012-01-03,Sunderland,20,24
590,Chelsea,1,Sunderland,0,2012-01-14,Sunderland,21,24
591,Sunderland,2,Swansea,0,2012-01-21,Sunderland,22,27
592,Sunderland,3,Norwich,0,2012-02-01,Sunderland,23,30
593,Stoke,0,Sunderland,1,2012-02-04,Sunderland,24,33
594,Sunderland,1,Arsenal,2,2012-02-11,Sunderland,25,33
595,West Brom,4,Sunderland,0,2012-02-25,Sunderland,26,33
596,Newcastle,1,Sunderland,1,2012-03-04,Sunderland,27,34
597,Sunderland,1,Liverpool,0,2012-03-10,Sunderland,28,37
598,Blackburn,2,Sunderland,0,2012-03-20,Sunderland,29,37
599,Sunderland,3,QPR,1,2012-03-24,Sunderland,30,40
600,Man City,3,Sunderland,3,2012-03-31,Sunderland,31,41
601,Sunderland,0,Spurs,0,2012-04-07,Sunderland,32,42
602,Everton,4,Sunderland,0,2012-04-09,Sunderland,33,42
603,Sunderland,0,Wolves,0,2012-04-14,Sunderland,34,43
604,Aston Villa,0,Sunderland,0,2012-04-21,Sunderland,35,44
605,Sunderland,2,Bolton,2,2012-04-28,Sunderland,36,45
606,Fulham,2,Sunderland,1,2012-05-06,Sunderland,37,45
607,Sunderland,0,Man Utd,1,2012-05-13,Sunderland,38,45
608,Man City,4,Swansea,0,2011-08-15,Swansea,1,0
609,Swansea,0,Wigan,0,2011-08-20,Swansea,2,1
610,Swansea,0,Sunderland,0,2011-08-27,Swansea,3,2
611,Arsenal,1,Swansea,0,2011-09-10,Swansea,4,2
612,Swansea,3,West Brom,0,2011-09-17,Swansea,5,5
613,Chelsea,4,Swansea,1,2011-09-24,Swansea,6,5
614,Swansea,2,Stoke,0,2011-10-02,Swansea,7,8
615,Norwich,3,Swansea,1,2011-10-15,Swansea,8,8
616,Wolves,2,Swansea,2,2011-10-22,Swansea,9,9
617,Swansea,3,Bolton,1,2011-10-29,Swansea,10,12
618,Liverpool,0,Swansea,0,2011-11-05,Swansea,11,13
619,Swansea,0,Man Utd,1,2011-11-19,Swansea,12,13
620,Swansea,0,Aston Villa,0,2011-11-27,Swansea,13,14
621,Blackburn,4,Swansea,2,2011-12-03,Swansea,14,14
622,Swansea,2,Fulham,0,2011-12-10,Swansea,15,17
623,Newcastle,0,Swansea,0,2011-12-17,Swansea,16,18
624,Everton,1,Swansea,0,2011-12-21,Swansea,17,18
625,Swansea,1,QPR,1,2011-12-27,Swansea,18,19
626,Swansea,1,Spurs,1,2011-12-31,Swansea,19,20
627,Aston Villa,0,Swansea,2,2012-01-02,Swansea,20,23
628,Swansea,3,Arsenal,2,2012-01-15,Swansea,21,26
629,Sunderland,2,Swansea,0,2012-01-21,Swansea,22,26
630,Swansea,1,Chelsea,1,2012-01-31,Swansea,23,27
631,West Brom,1,Swansea,2,2012-02-04,Swansea,24,30
632,Swansea,2,Norwich,3,2012-02-11,Swansea,25,30
633,Stoke,2,Swansea,0,2012-02-26,Swansea,26,30
634,Wigan,0,Swansea,2,2012-03-03,Swansea,27,33
635,Swansea,1,Man City,0,2012-03-11,Swansea,28,36
636,Fulham,0,Swansea,3,2012-03-17,Swansea,29,39
637,Swansea,0,Everton,2,2012-03-24,Swansea,30,39
638,Spurs,3,Swansea,1,2012-04-01,Swansea,31,39
639,Swansea,0,Newcastle,2,2012-04-06,Swansea,32,39
640,QPR,3,Swansea,0,2012-04-11,Swansea,33,39
641,Swansea,3,Blackburn,0,2012-04-14,Swansea,34,42
642,Bolton,1,Swansea,1,2012-04-21,Swansea,35,43
643,Swansea,4,Wolves,4,2012-04-28,Swansea,36,44
644,Man Utd,2,Swansea,0,2012-05-06,Swansea,37,44
645,Swansea,1,Liverpool,0,2012-05-13,Swansea,38,47
646,West Brom,1,Man Utd,2,2011-08-14,West Brom,1,0
647,Chelsea,2,West Brom,1,2011-08-20,West Brom,2,0
648,West Brom,0,Stoke,1,2011-08-28,West Brom,3,0
649,Norwich,0,West Brom,1,2011-09-11,West Brom,4,3
650,Swansea,3,West Brom,0,2011-09-17,West Brom,5,3
651,West Brom,0,Fulham,0,2011-09-24,West Brom,6,4
652,Sunderland,2,West Brom,2,2011-10-01,West Brom,7,5
653,West Brom,2,Wolves,0,2011-10-16,West Brom,8,8
654,Aston Villa,1,West Brom,2,2011-10-22,West Brom,9,11
655,West Brom,0,Liverpool,2,2011-10-29,West Brom,10,11
656,Arsenal,3,West Brom,0,2011-11-05,West Brom,11,11
657,West Brom,2,Bolton,1,2011-11-19,West Brom,12,14
658,West Brom,1,Spurs,3,2011-11-26,West Brom,13,14
659,QPR,1,West Brom,1,2011-12-03,West Brom,14,15
660,West Brom,1,Wigan,2,2011-12-10,West Brom,15,15
661,Blackburn,1,West Brom,2,2011-12-17,West Brom,16,18
662,Newcastle,2,West Brom,3,2011-12-21,West Brom,17,21
663,West Brom,0,Man City,0,2011-12-26,West Brom,18,22
664,West Brom,0,Everton,1,2012-01-01,West Brom,19,22
665,Spurs,1,West Brom,0,2012-01-03,West Brom,20,22
666,West Brom,1,Norwich,2,2012-01-14,West Brom,21,22
667,Stoke,1,West Brom,2,2012-01-21,West Brom,22,25
668,Fulham,1,West Brom,1,2012-02-01,West Brom,23,26
669,West Brom,1,Swansea,2,2012-02-04,West Brom,24,26
670,Wolves,1,West Brom,5,2012-02-12,West Brom,25,29
671,West Brom,4,Sunderland,0,2012-02-25,West Brom,26,32
672,West Brom,1,Chelsea,0,2012-03-03,West Brom,27,35
673,Man Utd,2,West Brom,0,2012-03-11,West Brom,28,35
674,Wigan,1,West Brom,1,2012-03-17,West Brom,29,36
675,West Brom,1,Newcastle,3,2012-03-25,West Brom,30,36
676,Everton,2,West Brom,0,2012-03-31,West Brom,31,36
677,West Brom,3,Blackburn,0,2012-04-07,West Brom,32,39
678,Man City,4,West Brom,0,2012-04-11,West Brom,33,39
679,West Brom,1,QPR,0,2012-04-14,West Brom,34,42
680,Liverpool,0,West Brom,1,2012-04-22,West Brom,35,45
681,West Brom,0,Aston Villa,0,2012-04-28,West Brom,36,46
682,Bolton,2,West Brom,2,2012-05-06,West Brom,37,47
683,West Brom,2,Arsenal,3,2012-05-13,West Brom,38,47
684,Wigan,1,Norwich,1,2011-08-13,Wigan,1,1
685,Swansea,0,Wigan,0,2011-08-20,Wigan,2,2
686,Wigan,2,QPR,0,2011-08-27,Wigan,3,5
687,Man City,3,Wigan,0,2011-09-10,Wigan,4,5
688,Everton,3,Wigan,1,2011-09-17,Wigan,5,5
689,Wigan,1,Spurs,2,2011-09-24,Wigan,6,5
690,Aston Villa,2,Wigan,0,2011-10-01,Wigan,7,5
691,Wigan,1,Bolton,3,2011-10-15,Wigan,8,5
692,Newcastle,1,Wigan,0,2011-10-22,Wigan,9,5
693,Wigan,0,Fulham,2,2011-10-29,Wigan,10,5
694,Wolves,3,Wigan,1,2011-11-06,Wigan,11,5
695,Wigan,3,Blackburn,3,2011-11-19,Wigan,12,6
696,Sunderland,1,Wigan,2,2011-11-26,Wigan,13,9
697,Wigan,0,Arsenal,4,2011-12-03,Wigan,14,9
698,West Brom,1,Wigan,2,2011-12-10,Wigan,15,12
699,Wigan,1,Chelsea,1,2011-12-17,Wigan,16,13
700,Wigan,0,Liverpool,0,2011-12-21,Wigan,17,14
701,Man Utd,5,Wigan,0,2011-12-26,Wigan,18,14
702,Stoke,2,Wigan,2,2011-12-31,Wigan,19,15
703,Wigan,1,Sunderland,4,2012-01-03,Wigan,20,15
704,Wigan,0,Man City,1,2012-01-16,Wigan,21,15
705,QPR,3,Wigan,1,2012-01-21,Wigan,22,15
706,Spurs,3,Wigan,1,2012-01-31,Wigan,23,15
707,Wigan,1,Everton,1,2012-02-04,Wigan,24,16
708,Bolton,1,Wigan,2,2012-02-11,Wigan,25,19
709,Wigan,0,Aston Villa,0,2012-02-25,Wigan,26,20
710,Wigan,0,Swansea,2,2012-03-03,Wigan,27,20
711,Norwich,1,Wigan,1,2012-03-11,Wigan,28,21
712,Wigan,1,West Brom,1,2012-03-17,Wigan,29,22
713,Liverpool,1,Wigan,2,2012-03-24,Wigan,30,25
714,Wigan,2,Stoke,0,2012-03-31,Wigan,31,28
715,Chelsea,2,Wigan,1,2012-04-07,Wigan,32,28
716,Wigan,1,Man Utd,0,2012-04-11,Wigan,33,31
717,Arsenal,1,Wigan,2,2012-04-16,Wigan,34,34
718,Fulham,2,Wigan,1,2012-04-21,Wigan,35,34
719,Wigan,4,Newcastle,0,2012-04-28,Wigan,36,37
720,Blackburn,0,Wigan,1,2012-05-07,Wigan,37,40
721,Wigan,3,Wolves,2,2012-05-13,Wigan,38,43
722,Blackburn,1,Wolves,2,2011-08-13,Wolves,1,3
723,Wolves,2,Fulham,0,2011-08-21,Wolves,2,6
724,Aston Villa,0,Wolves,0,2011-08-27,Wolves,3,7
725,Wolves,0,Spurs,2,2011-09-10,Wolves,4,7
726,Wolves,0,QPR,3,2011-09-17,Wolves,5,7
727,Liverpool,2,Wolves,1,2011-09-24,Wolves,6,7
728,Wolves,1,Newcastle,2,2011-10-01,Wolves,7,7
729,West Brom,2,Wolves,0,2011-10-16,Wolves,8,7
730,Wolves,2,Swansea,2,2011-10-22,Wolves,9,8
731,Man City,3,Wolves,1,2011-10-29,Wolves,10,8
732,Wolves,3,Wigan,1,2011-11-06,Wolves,11,11
733,Everton,2,Wolves,1,2011-11-19,Wolves,12,11
734,Chelsea,3,Wolves,0,2011-11-26,Wolves,13,11
735,Wolves,2,Sunderland,1,2011-12-04,Wolves,14,14
736,Man Utd,4,Wolves,1,2011-12-10,Wolves,15,14
737,Wolves,1,Stoke,2,2011-12-17,Wolves,16,14
738,Wolves,2,Norwich,2,2011-12-20,Wolves,17,15
739,Arsenal,1,Wolves,1,2011-12-27,Wolves,18,16
740,Bolton,1,Wolves,1,2011-12-31,Wolves,19,17
741,Wolves,1,Chelsea,2,2012-01-02,Wolves,20,17
742,Spurs,1,Wolves,1,2012-01-14,Wolves,21,18
743,Wolves,2,Aston Villa,3,2012-01-21,Wolves,22,18
744,Wolves,0,Liverpool,3,2012-01-31,Wolves,23,18
745,QPR,1,Wolves,2,2012-02-04,Wolves,24,21
746,Wolves,1,West Brom,5,2012-02-12,Wolves,25,21
747,Newcastle,2,Wolves,2,2012-02-25,Wolves,26,22
748,Fulham,5,Wolves,0,2012-03-04,Wolves,27,22
749,Wolves,0,Blackburn,2,2012-03-10,Wolves,28,22
750,Wolves,0,Man Utd,5,2012-03-18,Wolves,29,22
751,Norwich,2,Wolves,1,2012-03-24,Wolves,30,22
752,Wolves,2,Bolton,3,2012-03-31,Wolves,31,22
753,Stoke,2,Wolves,1,2012-04-07,Wolves,32,22
754,Wolves,0,Arsenal,3,2012-04-11,Wolves,33,22
755,Sunderland,0,Wolves,0,2012-04-14,Wolves,34,23
756,Wolves,0,Man City,2,2012-04-22,Wolves,35,23
757,Swansea,4,Wolves,4,2012-04-28,Wolves,36,24
758,Wolves,0,Everton,0,2012-05-06,Wolves,37,25
759,Wigan,3,Wolves,2,2012-05-13,Wolves,38,25
