,home_team,home_goals,away_team,away_goals,date2,team,week,points
413,Everton,2,Man Utd,0,2014-04-20,Man Utd,34,57
414,Man Utd,4,Norwich,0,2014-04-26,Man Utd,35,60
415,Man Utd,0,Sunderland,1,2014-05-03,Man Utd,36,60
416,Man Utd,3,Hull,1,2014-05-06,Man Utd,37,63
417,Southampton,1,Man Utd,1,2014-05-11,Man Utd,38,64
418,Man City,4,Newcastle,0,2013-08-19,Newcastle,1,0
419,Newcastle,0,West Ham,0,2013-08-24,Newcastle,2,1
420,Newcastle,1,Fulham,0,2013-08-31,Newcastle,3,4
421,Aston Villa,1,Newcastle,2,2013-09-14,Newcastle,4,7
422,Newcastle,2,Hull,3,2013-09-21,Newcastle,5,7
423,Everton,3,Newcastle,2,2013-09-30,Newcastle,6,7
424,Cardiff,1,Newcastle,2,2013-10-05,Newcastle,7,10
425,Newcastle,2,Liverpool,2,2013-10-19,Newcastle,8,11
426,Sunderland,2,Newcastle,1,2013-10-27,Newcastle,9,11
427,Newcastle,2,Chelsea,0,2013-11-02,Newcastle,10,14
428,Spurs,0,Newcastle,1,2013-11-10,Newcastle,11,17
429,Newcastle,2,Norwich,1,2013-11-23,Newcastle,12,20
430,Newcastle,2,West Brom,1,2013-11-30,Newcastle,13,23
431,Swansea,3,Newcastle,0,2013-12-04,Newcastle,14,23
432,Man Utd,0,Newcastle,1,2013-12-07,Newcastle,15,26
433,Newcastle,1,Southampton,1,2013-12-14,Newcastle,16,27
434,Crystal Palace,0,Newcastle,3,2013-12-21,Newcastle,17,30
435,Newcastle,5,Stoke,1,2013-12-26,Newcastle,18,33
436,Newcastle,0,Arsenal,1,2013-12-29,Newcastle,19,33
437,West Brom,1,Newcastle,0,2014-01-01,Newcastle,20,33
438,Newcastle,0,Man City,2,2014-01-12,Newcastle,21,33
439,West Ham,1,Newcastle,3,2014-01-18,Newcastle,22,36
440,Norwich,0,Newcastle,0,2014-01-28,Newcastle,23,37
441,Newcastle,0,Sunderland,3,2014-02-01,Newcastle,24,37
442,Chelsea,3,Newcastle,0,2014-02-08,Newcastle,25,37
443,Newcastle,0,Spurs,4,2014-02-12,Newcastle,26,37
444,Newcastle,1,Aston Villa,0,2014-02-23,Newcastle,27,40
445,Hull,1,Newcastle,4,2014-03-01,Newcastle,28,43
446,Fulham,1,Newcastle,0,2014-03-15,Newcastle,29,43
447,Newcastle,1,Crystal Palace,0,2014-03-22,Newcastle,30,46
448,Newcastle,0,Everton,3,2014-03-25,Newcastle,31,46
449,Southampton,4,Newcastle,0,2014-03-29,Newcastle,32,46
450,Newcastle,0,Man Utd,4,2014-04-05,Newcastle,33,46
451,Stoke,1,Newcastle,0,2014-04-12,Newcastle,34,46
452,Newcastle,1,Swansea,2,2014-04-19,Newcastle,35,46
453,Arsenal,3,Newcastle,0,2014-04-28,Newcastle,36,46
454,Newcastle,3,Cardiff,0,2014-05-03,Newcastle,37,49
455,Liverpool,2,Newcastle,1,2014-05-11,Newcastle,38,49
456,Norwich,2,Everton,2,2013-08-17,Norwich,1,1
457,Hull,1,Norwich,0,2013-08-24,Norwich,2,1
458,Norwich,1,Southampton,0,2013-08-31,Norwich,3,4
459,Spurs,2,Norwich,0,2013-09-14,Norwich,4,4
460,Norwich,0,Aston Villa,1,2013-09-21,Norwich,5,4
461,Stoke,0,Norwich,1,2013-09-29,Norwich,6,7
462,Norwich,1,Chelsea,3,2013-10-06,Norwich,7,7
463,Arsenal,4,Norwich,1,2013-10-19,Norwich,8,7
464,Norwich,0,Cardiff,0,2013-10-26,Norwich,9,8
465,Man City,7,Norwich,0,2013-11-02,Norwich,10,8
466,Norwich,3,West Ham,1,2013-11-09,Norwich,11,11
467,Newcastle,2,Norwich,1,2013-11-23,Norwich,12,11
468,Norwich,1,Crystal Palace,0,2013-11-30,Norwich,13,14
469,Liverpool,5,Norwich,1,2013-12-04,Norwich,14,14
470,West Brom,0,Norwich,2,2013-12-07,Norwich,15,17
471,Norwich,1,Swansea,1,2013-12-15,Norwich,16,18
472,Sunderland,0,Norwich,0,2013-12-21,Norwich,17,19
473,Norwich,1,Fulham,2,2013-12-26,Norwich,18,19
474,Norwich,0,Man Utd,1,2013-12-28,Norwich,19,19
475,Crystal Palace,1,Norwich,1,2014-01-01,Norwich,20,20
476,Everton,2,Norwich,0,2014-01-11,Norwich,21,20
477,Norwich,1,Hull,0,2014-01-18,Norwich,22,23
478,Norwich,0,Newcastle,0,2014-01-28,Norwich,23,24
479,Cardiff,2,Norwich,1,2014-02-01,Norwich,24,24
480,Norwich,0,Man City,0,2014-02-08,Norwich,25,25
481,West Ham,2,Norwich,0,2014-02-11,Norwich,26,25
482,Norwich,1,Spurs,0,2014-02-23,Norwich,27,28
483,Aston Villa,4,Norwich,1,2014-03-02,Norwich,28,28
484,Norwich,1,Stoke,1,2014-03-08,Norwich,29,29
485,Southampton,4,Norwich,2,2014-03-15,Norwich,30,29
486,Norwich,2,Sunderland,0,2014-03-22,Norwich,31,32
487,Swansea,3,Norwich,0,2014-03-29,Norwich,32,32
488,Norwich,0,West Brom,1,2014-04-05,Norwich,33,32
489,Fulham,1,Norwich,0,2014-04-12,Norwich,34,32
490,Norwich,2,Liverpool,3,2014-04-20,Norwich,35,32
491,Man Utd,4,Norwich,0,2014-04-26,Norwich,36,32
492,Chelsea,0,Norwich,0,2014-05-04,Norwich,37,33
493,Norwich,0,Arsenal,2,2014-05-11,Norwich,38,33
494,West Brom,0,Southampton,1,2013-08-17,Southampton,1,3
495,Southampton,1,Sunderland,1,2013-08-24,Southampton,2,4
496,Norwich,1,Southampton,0,2013-08-31,Southampton,3,4
497,Southampton,0,West Ham,0,2013-09-15,Southampton,4,5
498,Liverpool,0,Southampton,1,2013-09-21,Southampton,5,8
499,Southampton,2,Crystal Palace,0,2013-09-28,Southampton,6,11
500,Southampton,2,Swansea,0,2013-10-06,Southampton,7,14
501,Man Utd,1,Southampton,1,2013-10-19,Southampton,8,15
502,Southampton,2,Fulham,0,2013-10-26,Southampton,9,18
503,Stoke,1,Southampton,1,2013-11-02,Southampton,10,19
504,Southampton,4,Hull,1,2013-11-09,Southampton,11,22
505,Arsenal,2,Southampton,0,2013-11-23,Southampton,12,22
506,Chelsea,3,Southampton,1,2013-12-01,Southampton,13,22
507,Southampton,2,Aston Villa,3,2013-12-04,Southampton,14,22
508,Southampton,1,Man City,1,2013-12-07,Southampton,15,23
509,Newcastle,1,Southampton,1,2013-12-14,Southampton,16,24
510,Southampton,2,Spurs,3,2013-12-22,Southampton,17,24
511,Cardiff,0,Southampton,3,2013-12-26,Southampton,18,27
512,Everton,2,Southampton,1,2013-12-29,Southampton,19,27
513,Southampton,0,Chelsea,3,2014-01-01,Southampton,20,27
514,Southampton,1,West Brom,0,2014-01-11,Southampton,21,30
515,Sunderland,2,Southampton,2,2014-01-18,Southampton,22,31
516,Southampton,2,Arsenal,2,2014-01-28,Southampton,23,32
517,Fulham,0,Southampton,3,2014-02-01,Southampton,24,35
518,Southampton,2,Stoke,2,2014-02-08,Southampton,25,36
519,Hull,0,Southampton,1,2014-02-11,Southampton,26,39
520,West Ham,3,Southampton,1,2014-02-22,Southampton,27,39
521,Southampton,0,Liverpool,3,2014-03-01,Southampton,28,39
522,Crystal Palace,0,Southampton,1,2014-03-08,Southampton,29,42
523,Southampton,4,Norwich,2,2014-03-15,Southampton,30,45
524,Spurs,3,Southampton,2,2014-03-23,Southampton,31,45
525,Southampton,4,Newcastle,0,2014-03-29,Southampton,32,48
526,Man City,4,Southampton,1,2014-04-05,Southampton,33,48
527,Southampton,0,Cardiff,1,2014-04-12,Southampton,34,48
528,Aston Villa,0,Southampton,0,2014-04-19,Southampton,35,49
529,Southampton,2,Everton,0,2014-04-26,Southampton,36,52
530,Swansea,0,Southampton,1,2014-05-03,Southampton,37,55
531,Southampton,1,Man Utd,1,2014-05-11,Southampton,38,56
532,Crystal Palace,0,Spurs,1,2013-08-18,Spurs,1,3
533,Spurs,1,Swansea,0,2013-08-25,Spurs,2,6
534,Arsenal,1,Spurs,0,2013-09-01,Spurs,3,6
535,Spurs,2,Norwich,0,2013-09-14,Spurs,4,9
536,Cardiff,0,Spurs,1,2013-09-22,Spurs,5,12
537,Spurs,1,Chelsea,1,2013-09-28,Spurs,6,13
538,Spurs,0,West Ham,3,2013-10-06,Spurs,7,13
539,Aston Villa,0,Spurs,2,2013-10-20,Spurs,8,16
540,Spurs,1,Hull,0,2013-10-27,Spurs,9,19
541,Everton,0,Spurs,0,2013-11-03,Spurs,10,20
542,Spurs,0,Newcastle,1,2013-11-10,Spurs,11,20
543,Man City,6,Spurs,0,2013-11-24,Spurs,12,20
544,Spurs,2,Man Utd,2,2013-12-01,Spurs,13,21
545,Fulham,1,Spurs,2,2013-12-04,Spurs,14,24
546,Sunderland,1,Spurs,2,2013-12-07,Spurs,15,27
547,Spurs,0,Liverpool,5,2013-12-15,Spurs,16,27
548,Southampton,2,Spurs,3,2013-12-22,Spurs,17,30
549,Spurs,1,West Brom,1,2013-12-26,Spurs,18,31
550,Spurs,3,Stoke,0,2013-12-29,Spurs,19,34
551,Man Utd,1,Spurs,2,2014-01-01,Spurs,20,37
552,Spurs,2,Crystal Palace,0,2014-01-11,Spurs,21,40
553,Swansea,1,Spurs,3,2014-01-19,Spurs,22,43
554,Spurs,1,Man City,5,2014-01-29,Spurs,23,43
555,Hull,1,Spurs,1,2014-02-01,Spurs,24,44
556,Spurs,1,Everton,0,2014-02-09,Spurs,25,47
557,Newcastle,0,Spurs,4,2014-02-12,Spurs,26,50
558,Norwich,1,Spurs,0,2014-02-23,Spurs,27,50
559,Spurs,1,Cardiff,0,2014-03-02,Spurs,28,53
560,Chelsea,4,Spurs,0,2014-03-08,Spurs,29,53
561,Spurs,0,Arsenal,1,2014-03-16,Spurs,30,53
562,Spurs,3,Southampton,2,2014-03-23,Spurs,31,56
563,Liverpool,4,Spurs,0,2014-03-30,Spurs,32,56
564,Spurs,5,Sunderland,1,2014-04-07,Spurs,33,59
565,West Brom,3,Spurs,3,2014-04-12,Spurs,34,60
566,Spurs,3,Fulham,1,2014-04-19,Spurs,35,63
567,Stoke,0,Spurs,1,2014-04-26,Spurs,36,66
568,West Ham,2,Spurs,0,2014-05-03,Spurs,37,66
569,Spurs,3,Aston Villa,0,2014-05-11,Spurs,38,69
570,Liverpool,1,Stoke,0,2013-08-17,Stoke,1,0
571,Stoke,2,Crystal Palace,1,2013-08-24,Stoke,2,3
572,West Ham,0,Stoke,1,2013-08-31,Stoke,3,6
573,Stoke,0,Man City,0,2013-09-14,Stoke,4,7
574,Arsenal,3,Stoke,1,2013-09-22,Stoke,5,7
575,Stoke,0,Norwich,1,2013-09-29,Stoke,6,7
576,Fulham,1,Stoke,0,2013-10-05,Stoke,7,7
577,Stoke,0,West Brom,0,2013-10-19,Stoke,8,8
578,Man Utd,3,Stoke,2,2013-10-26,Stoke,9,8
579,Stoke,1,Southampton,1,2013-11-02,Stoke,10,9
580,Swansea,3,Stoke,3,2013-11-10,Stoke,11,10
581,Stoke,2,Sunderland,0,2013-11-23,Stoke,12,13
582,Everton,4,Stoke,0,2013-11-30,Stoke,13,13
583,Stoke,0,Cardiff,0,2013-12-04,Stoke,14,14
584,Stoke,3,Chelsea,2,2013-12-07,Stoke,15,17
585,Hull,0,Stoke,0,2013-12-14,Stoke,16,18
586,Stoke,2,Aston Villa,1,2013-12-21,Stoke,17,21
587,Newcastle,5,Stoke,1,2013-12-26,Stoke,18,21
588,Spurs,3,Stoke,0,2013-12-29,Stoke,19,21
589,Stoke,1,Everton,1,2014-01-01,Stoke,20,22
590,Stoke,3,Liverpool,5,2014-01-12,Stoke,21,22
591,Crystal Palace,1,Stoke,0,2014-01-18,Stoke,22,22
592,Sunderland,1,Stoke,0,2014-01-29,Stoke,23,22
593,Stoke,2,Man Utd,1,2014-02-01,Stoke,24,25
594,Southampton,2,Stoke,2,2014-02-08,Stoke,25,26
595,Stoke,1,Swansea,1,2014-02-12,Stoke,26,27
596,Man City,1,Stoke,0,2014-02-22,Stoke,27,27
597,Stoke,1,Arsenal,0,2014-03-01,Stoke,28,30
598,Norwich,1,Stoke,1,2014-03-08,Stoke,29,31
599,Stoke,3,West Ham,1,2014-03-15,Stoke,30,34
600,Aston Villa,1,Stoke,4,2014-03-23,Stoke,31,37
601,Stoke,1,Hull,0,2014-03-29,Stoke,32,40
602,Chelsea,3,Stoke,0,2014-04-05,Stoke,33,40
603,Stoke,1,Newcastle,0,2014-04-12,Stoke,34,43
604,Cardiff,1,Stoke,1,2014-04-19,Stoke,35,44
605,Stoke,0,Spurs,1,2014-04-26,Stoke,36,44
606,Stoke,4,Fulham,1,2014-05-03,Stoke,37,47
607,West Brom,1,Stoke,2,2014-05-11,Stoke,38,50
608,Sunderland,0,Fulham,1,2013-08-17,Sunderland,1,0
609,Southampton,1,Sunderland,1,2013-08-24,Sunderland,2,1
610,Crystal Palace,3,Sunderland,1,2013-08-31,Sunderland,3,1
611,Sunderland,1,Arsenal,3,2013-09-14,Sunderland,4,1
612,West Brom,3,Sunderland,0,2013-09-21,Sunderland,5,1
613,Sunderland,1,Liverpool,3,2013-09-29,Sunderland,6,1
614,Sunderland,1,Man Utd,2,2013-10-05,Sunderland,7,1
615,Swansea,4,Sunderland,0,2013-10-19,Sunderland,8,1
616,Sunderland,2,Newcastle,1,2013-10-27,Sunderland,9,4
617,Hull,1,Sunderland,0,2013-11-02,Sunderland,10,4
618,Sunderland,1,Man City,0,2013-11-10,Sunderland,11,7
619,Stoke,2,Sunderland,0,2013-11-23,Sunderland,12,7
620,Aston Villa,0,Sunderland,0,2013-11-30,Sunderland,13,8
621,Sunderland,3,Chelsea,4,2013-12-04,Sunderland,14,8
622,Sunderland,1,Spurs,2,2013-12-07,Sunderland,15,8
623,West Ham,0,Sunderland,0,2013-12-14,Sunderland,16,9
624,Sunderland,0,Norwich,0,2013-12-21,Sunderland,17,10
625,Everton,0,Sunderland,1,2013-12-26,Sunderland,18,13
626,Cardiff,2,Sunderland,2,2013-12-28,Sunderland,19,14
627,Sunderland,0,Aston Villa,1,2014-01-01,Sunderland,20,14
628,Fulham,1,Sunderland,4,2014-01-11,Sunderland,21,17
629,Sunderland,2,Southampton,2,2014-01-18,Sunderland,22,18
630,Sunderland,1,Stoke,0,2014-01-29,Sunderland,23,21
631,Newcastle,0,Sunderland,3,2014-02-01,Sunderland,24,24
632,Sunderland,0,Hull,2,2014-02-08,Sunderland,25,24
633,Arsenal,4,Sunderland,1,2014-02-22,Sunderland,26,24
634,Sunderland,0,Crystal Palace,0,2014-03-15,Sunderland,27,25
635,Norwich,2,Sunderland,0,2014-03-22,Sunderland,28,25
636,Liverpool,2,Sunderland,1,2014-03-26,Sunderland,29,25
637,Sunderland,1,West Ham,2,2014-03-31,Sunderland,30,25
638,Spurs,5,Sunderland,1,2014-04-07,Sunderland,31,25
639,Sunderland,0,Everton,1,2014-04-12,Sunderland,32,25
640,Man City,2,Sunderland,2,2014-04-16,Sunderland,33,26
641,Chelsea,1,Sunderland,2,2014-04-19,Sunderland,34,29
642,Sunderland,4,Cardiff,0,2014-04-27,Sunderland,35,32
643,Man Utd,0,Sunderland,1,2014-05-03,Sunderland,36,35
644,Sunderland,2,West Brom,0,2014-05-07,Sunderland,37,38
645,Sunderland,1,Swansea,3,2014-05-11,Sunderland,38,38
646,Swansea,1,Man Utd,4,2013-08-17,Swansea,1,0
647,Spurs,1,Swansea,0,2013-08-25,Swansea,2,0
648,West Brom,0,Swansea,2,2013-09-01,Swansea,3,3
649,Swansea,2,Liverpool,2,2013-09-16,Swansea,4,4
650,Crystal Palace,0,Swansea,2,2013-09-22,Swansea,5,7
651,Swansea,1,Arsenal,2,2013-09-28,Swansea,6,7
652,Southampton,2,Swansea,0,2013-10-06,Swansea,7,7
653,Swansea,4,Sunderland,0,2013-10-19,Swansea,8,10
654,Swansea,0,West Ham,0,2013-10-27,Swansea,9,11
655,Cardiff,1,Swansea,0,2013-11-03,Swansea,10,11
656,Swansea,3,Stoke,3,2013-11-10,Swansea,11,12
657,Fulham,1,Swansea,2,2013-11-23,Swansea,12,15
658,Man City,3,Swansea,0,2013-12-01,Swansea,13,15
659,Swansea,3,Newcastle,0,2013-12-04,Swansea,14,18
660,Swansea,1,Hull,1,2013-12-09,Swansea,15,19
661,Norwich,1,Swansea,1,2013-12-15,Swansea,16,20
662,Swansea,1,Everton,2,2013-12-22,Swansea,17,20
663,Chelsea,1,Swansea,0,2013-12-26,Swansea,18,20
664,Aston Villa,1,Swansea,1,2013-12-28,Swansea,19,21
665,Swansea,2,Man City,3,2014-01-01,Swansea,20,21
666,Man Utd,2,Swansea,0,2014-01-11,Swansea,21,21
667,Swansea,1,Spurs,3,2014-01-19,Swansea,22,21
668,Swansea,2,Fulham,0,2014-01-28,Swansea,23,24
669,West Ham,2,Swansea,0,2014-02-01,Swansea,24,24
670,Swansea,3,Cardiff,0,2014-02-08,Swansea,25,27
671,Stoke,1,Swansea,1,2014-02-12,Swansea,26,28
672,Liverpool,4,Swansea,3,2014-02-23,Swansea,27,28
673,Swansea,1,Crystal Palace,1,2014-03-02,Swansea,28,29
674,Swansea,1,West Brom,2,2014-03-15,Swansea,29,29
675,Everton,3,Swansea,2,2014-03-22,Swansea,30,29
676,Arsenal,2,Swansea,2,2014-03-25,Swansea,31,30
677,Swansea,3,Norwich,0,2014-03-29,Swansea,32,33
678,Hull,1,Swansea,0,2014-04-05,Swansea,33,33
679,Swansea,0,Chelsea,1,2014-04-13,Swansea,34,33
680,Newcastle,1,Swansea,2,2014-04-19,Swansea,35,36
681,Swansea,4,Aston Villa,1,2014-04-26,Swansea,36,39
682,Swansea,0,Southampton,1,2014-05-03,Swansea,37,39
683,Sunderland,1,Swansea,3,2014-05-11,Swansea,38,42
684,West Brom,0,Southampton,1,2013-08-17,West Brom,1,0
685,Everton,0,West Brom,0,2013-08-24,West Brom,2,1
686,West Brom,0,Swansea,2,2013-09-01,West Brom,3,1
687,Fulham,1,West Brom,1,2013-09-14,West Brom,4,2
688,West Brom,3,Sunderland,0,2013-09-21,West Brom,5,5
689,Man Utd,1,West Brom,2,2013-09-28,West Brom,6,8
690,West Brom,1,Arsenal,1,2013-10-06,West Brom,7,9
691,Stoke,0,West Brom,0,2013-10-19,West Brom,8,10
692,Liverpool,4,West Brom,1,2013-10-26,West Brom,9,10
693,West Brom,2,Crystal Palace,0,2013-11-02,West Brom,10,13
694,Chelsea,2,West Brom,2,2013-11-09,West Brom,11,14
695,West Brom,2,Aston Villa,2,2013-11-25,West Brom,12,15
696,Newcastle,2,West Brom,1,2013-11-30,West Brom,13,15
697,West Brom,2,Man City,3,2013-12-04,West Brom,14,15
698,West Brom,0,Norwich,2,2013-12-07,West Brom,15,15
699,Cardiff,1,West Brom,0,2013-12-14,West Brom,16,15
700,West Brom,1,Hull,1,2013-12-21,West Brom,17,16
701,Spurs,1,West Brom,1,2013-12-26,West Brom,18,17
702,West Ham,3,West Brom,3,2013-12-28,West Brom,19,18
703,West Brom,1,Newcastle,0,2014-01-01,West Brom,20,21
704,Southampton,1,West Brom,0,2014-01-11,West Brom,21,21
705,West Brom,1,Everton,1,2014-01-20,West Brom,22,22
706,Aston Villa,4,West Brom,3,2014-01-29,West Brom,23,22
707,West Brom,1,Liverpool,1,2014-02-02,West Brom,24,23
708,Crystal Palace,3,West Brom,1,2014-02-08,West Brom,25,23
709,West Brom,1,Chelsea,1,2014-02-11,West Brom,26,24
710,West Brom,1,Fulham,1,2014-02-22,West Brom,27,25
711,West Brom,0,Man Utd,3,2014-03-08,West Brom,28,25
712,Swansea,1,West Brom,2,2014-03-15,West Brom,29,28
713,Hull,2,West Brom,0,2014-03-22,West Brom,30,28
714,West Brom,3,Cardiff,3,2014-03-29,West Brom,31,29
715,Norwich,0,West Brom,1,2014-04-05,West Brom,32,32
716,West Brom,3,Spurs,3,2014-04-12,West Brom,33,33
717,Man City,3,West Brom,1,2014-04-21,West Brom,34,33
718,West Brom,1,West Ham,0,2014-04-26,West Brom,35,36
719,Arsenal,1,West Brom,0,2014-05-04,West Brom,36,36
720,Sunderland,2,West Brom,0,2014-05-07,West Brom,37,36
721,West Brom,1,Stoke,2,2014-05-11,West Brom,38,36
722,West Ham,2,Cardiff,0,2013-08-17,West Ham,1,3
723,Newcastle,0,West Ham,0,2013-08-24,West Ham,2,4
724,West Ham,0,Stoke,1,2013-08-31,West Ham,3,4
725,Southampton,0,West Ham,0,2013-09-15,West Ham,4,5
726,West Ham,2,Everton,3,2013-09-21,West Ham,5,5
727,Hull,1,West Ham,0,2013-09-28,West Ham,6,5
728,Spurs,0,West Ham,3,2013-10-06,West Ham,7,8
729,West Ham,1,Man City,3,2013-10-19,West Ham,8,8
730,Swansea,0,West Ham,0,2013-10-27,West Ham,9,9
731,West Ham,0,Aston Villa,0,2013-11-02,West Ham,10,10
732,Norwich,3,West Ham,1,2013-11-09,West Ham,11,10
733,West Ham,0,Chelsea,3,2013-11-23,West Ham,12,10
734,West Ham,3,Fulham,0,2013-11-30,West Ham,13,13
735,Crystal Palace,1,West Ham,0,2013-12-03,West Ham,14,13
736,Liverpool,4,West Ham,1,2013-12-07,West Ham,15,13
737,West Ham,0,Sunderland,0,2013-12-14,West Ham,16,14
738,Man Utd,3,West Ham,1,2013-12-21,West Ham,17,14
739,West Ham,1,Arsenal,3,2013-12-26,West Ham,18,14
740,West Ham,3,West Brom,3,2013-12-28,West Ham,19,15
741,Fulham,2,West Ham,1,2014-01-01,West Ham,20,15
742,Cardiff,0,West Ham,2,2014-01-11,West Ham,21,18
743,West Ham,1,Newcastle,3,2014-01-18,West Ham,22,18
744,Chelsea,0,West Ham,0,2014-01-29,West Ham,23,19
745,West Ham,2,Swansea,0,2014-02-01,West Ham,24,22
746,Aston Villa,0,West Ham,2,2014-02-08,West Ham,25,25
747,West Ham,2,Norwich,0,2014-02-11,West Ham,26,28
748,West Ham,3,Southampton,1,2014-02-22,West Ham,27,31
749,Everton,1,West Ham,0,2014-03-01,West Ham,28,31
750,Stoke,3,West Ham,1,2014-03-15,West Ham,29,31
751,West Ham,0,Man Utd,2,2014-03-22,West Ham,30,31
752,West Ham,2,Hull,1,2014-03-26,West Ham,31,34
753,Sunderland,1,West Ham,2,2014-03-31,West Ham,32,37
754,West Ham,1,Liverpool,2,2014-04-06,West Ham,33,37
755,Arsenal,3,West Ham,1,2014-04-15,West Ham,34,37
756,West Ham,0,Crystal Palace,1,2014-04-19,West Ham,35,37
757,West Brom,1,West Ham,0,2014-04-26,West Ham,36,37
758,West Ham,2,Spurs,0,2014-05-03,West Ham,37,40
759,Man City,2,West Ham,0,2014-05-11,West Ham,38,40
