,home_team,home_goals,away_team,away_goals,date2,team,week,points
58,Aston Villa,0,Sunderland,1,2011-01-05,Aston Villa,21,21
59,Birmingham,1,Aston Villa,1,2011-01-16,Aston Villa,22,22
60,Aston Villa,1,Man City,0,2011-01-22,Aston Villa,23,25
61,Wigan,1,Aston Villa,2,2011-01-25,Aston Villa,24,28
62,Man Utd,3,Aston Villa,1,2011-02-01,Aston Villa,25,28
63,Aston Villa,2,Fulham,2,2011-02-05,Aston Villa,26,29
64,Blackpool,1,Aston Villa,1,2011-02-12,Aston Villa,27,30
65,Aston Villa,4,Blackburn,1,2011-02-26,Aston Villa,28,33
66,Bolton,3,Aston Villa,2,2011-03-05,Aston Villa,29,33
67,Aston Villa,0,Wolves,1,2011-03-19,Aston Villa,30,33
68,Everton,2,Aston Villa,2,2011-04-02,Aston Villa,31,34
69,Aston Villa,1,Newcastle,0,2011-04-10,Aston Villa,32,37
70,West Ham,1,Aston Villa,2,2011-04-16,Aston Villa,33,40
71,Aston Villa,1,Stoke,1,2011-04-23,Aston Villa,34,41
72,West Brom,2,Aston Villa,1,2011-04-30,Aston Villa,35,41
73,Aston Villa,1,Wigan,1,2011-05-07,Aston Villa,36,42
74,Arsenal,1,Aston Villa,2,2011-05-15,Aston Villa,37,45
75,Aston Villa,1,Liverpool,0,2011-05-22,Aston Villa,38,48
76,Sunderland,2,Birmingham,2,2010-08-14,Birmingham,1,1
77,Birmingham,2,Blackburn,1,2010-08-21,Birmingham,2,4
78,Bolton,2,Birmingham,2,2010-08-29,Birmingham,3,5
79,Birmingham,0,Liverpool,0,2010-09-12,Birmingham,4,6
80,West Brom,3,Birmingham,1,2010-09-18,Birmingham,5,6
81,Birmingham,0,Wigan,0,2010-09-25,Birmingham,6,7
82,Birmingham,0,Everton,2,2010-10-02,Birmingham,7,7
83,Arsenal,2,Birmingham,1,2010-10-16,Birmingham,8,7
84,Birmingham,2,Blackpool,0,2010-10-23,Birmingham,9,10
85,Aston Villa,0,Birmingham,0,2010-10-31,Birmingham,10,11
86,Birmingham,2,West Ham,2,2010-11-06,Birmingham,11,12
87,Stoke,3,Birmingham,2,2010-11-09,Birmingham,12,12
88,Man City,0,Birmingham,0,2010-11-13,Birmingham,13,13
89,Birmingham,1,Chelsea,0,2010-11-20,Birmingham,14,16
90,Fulham,1,Birmingham,1,2010-11-27,Birmingham,15,17
91,Birmingham,1,Spurs,1,2010-12-04,Birmingham,16,18
92,Wolves,1,Birmingham,0,2010-12-12,Birmingham,17,18
93,Birmingham,1,Man Utd,1,2010-12-28,Birmingham,18,19
94,Birmingham,0,Arsenal,3,2011-01-01,Birmingham,19,19
95,Blackpool,1,Birmingham,2,2011-01-04,Birmingham,20,22
96,Birmingham,1,Aston Villa,1,2011-01-16,Birmingham,21,23
97,Man Utd,5,Birmingham,0,2011-01-22,Birmingham,22,23
98,Birmingham,2,Man City,2,2011-02-02,Birmingham,23,24
99,West Ham,0,Birmingham,1,2011-02-06,Birmingham,24,27
100,Birmingham,1,Stoke,0,2011-02-12,Birmingham,25,30
101,Birmingham,0,Newcastle,2,2011-02-15,Birmingham,26,30
102,Birmingham,1,West Brom,3,2011-03-05,Birmingham,27,30
103,Everton,1,Birmingham,1,2011-03-09,Birmingham,28,31
104,Wigan,2,Birmingham,1,2011-03-19,Birmingham,29,31
105,Birmingham,2,Bolton,1,2011-04-02,Birmingham,30,34
106,Blackburn,1,Birmingham,1,2011-04-09,Birmingham,31,35
107,Birmingham,2,Sunderland,0,2011-04-16,Birmingham,32,38
108,Chelsea,3,Birmingham,1,2011-04-20,Birmingham,33,38
109,Liverpool,5,Birmingham,0,2011-04-23,Birmingham,34,38
110,Birmingham,1,Wolves,1,2011-05-01,Birmingham,35,39
111,Newcastle,2,Birmingham,1,2011-05-07,Birmingham,36,39
112,Birmingham,0,Fulham,2,2011-05-15,Birmingham,37,39
113,Spurs,2,Birmingham,1,2011-05-22,Birmingham,38,39
114,Blackburn,1,Everton,0,2010-08-14,Blackburn,1,3
115,Birmingham,2,Blackburn,1,2010-08-21,Blackburn,2,3
116,Blackburn,1,Arsenal,2,2010-08-28,Blackburn,3,3
117,Man City,1,Blackburn,1,2010-09-11,Blackburn,4,4
118,Blackburn,1,Fulham,1,2010-09-18,Blackburn,5,5
119,Blackpool,1,Blackburn,2,2010-09-25,Blackburn,6,8
120,Stoke,1,Blackburn,0,2010-10-02,Blackburn,7,8
121,Blackburn,0,Sunderland,0,2010-10-18,Blackburn,8,9
122,Liverpool,2,Blackburn,1,2010-10-24,Blackburn,9,9
123,Blackburn,1,Chelsea,2,2010-10-30,Blackburn,10,9
124,Blackburn,2,Wigan,1,2010-11-06,Blackburn,11,12
125,Newcastle,1,Blackburn,2,2010-11-10,Blackburn,12,15
126,Spurs,4,Blackburn,2,2010-11-13,Blackburn,13,15
127,Blackburn,2,Aston Villa,0,2010-11-21,Blackburn,14,18
128,Man Utd,7,Blackburn,1,2010-11-27,Blackburn,15,18
129,Blackburn,3,Wolves,0,2010-12-04,Blackburn,16,21
130,Bolton,2,Blackburn,1,2010-12-12,Blackburn,17,21
131,Blackburn,1,West Ham,1,2010-12-18,Blackburn,18,22
132,Blackburn,0,Stoke,2,2010-12-26,Blackburn,19,22
133,West Brom,1,Blackburn,3,2010-12-28,Blackburn,20,25
134,Sunderland,3,Blackburn,0,2011-01-01,Blackburn,21,25
135,Blackburn,3,Liverpool,1,2011-01-05,Blackburn,22,28
136,Chelsea,2,Blackburn,0,2011-01-15,Blackburn,23,28
137,Blackburn,2,West Brom,0,2011-01-23,Blackburn,24,31
138,Blackburn,0,Spurs,1,2011-02-02,Blackburn,25,31
139,Wigan,4,Blackburn,3,2011-02-05,Blackburn,26,31
140,Blackburn,0,Newcastle,0,2011-02-12,Blackburn,27,32
141,Aston Villa,4,Blackburn,1,2011-02-26,Blackburn,28,32
142,Fulham,3,Blackburn,2,2011-03-05,Blackburn,29,32
143,Blackburn,2,Blackpool,2,2011-03-19,Blackburn,30,33
144,Arsenal,0,Blackburn,0,2011-04-02,Blackburn,31,34
145,Blackburn,1,Birmingham,1,2011-04-09,Blackburn,32,35
146,Everton,2,Blackburn,0,2011-04-16,Blackburn,33,35
147,Blackburn,0,Man City,1,2011-04-25,Blackburn,34,35
148,Blackburn,1,Bolton,0,2011-04-30,Blackburn,35,38
149,West Ham,1,Blackburn,1,2011-05-07,Blackburn,36,39
150,Blackburn,1,Man Utd,1,2011-05-14,Blackburn,37,40
151,Wolves,2,Blackburn,3,2011-05-22,Blackburn,38,43
152,Wigan,0,Blackpool,4,2010-08-14,Blackpool,1,3
153,Arsenal,6,Blackpool,0,2010-08-21,Blackpool,2,3
154,Blackpool,2,Fulham,2,2010-08-28,Blackpool,3,4
155,Newcastle,0,Blackpool,2,2010-09-11,Blackpool,4,7
156,Chelsea,4,Blackpool,0,2010-09-19,Blackpool,5,7
157,Blackpool,1,Blackburn,2,2010-09-25,Blackpool,6,7
158,Liverpool,1,Blackpool,2,2010-10-03,Blackpool,7,10
159,Blackpool,2,Man City,3,2010-10-17,Blackpool,8,10
160,Birmingham,2,Blackpool,0,2010-10-23,Blackpool,9,10
161,Blackpool,2,West Brom,1,2010-11-01,Blackpool,10,13
162,Blackpool,2,Everton,2,2010-11-06,Blackpool,11,14
163,Aston Villa,3,Blackpool,2,2010-11-10,Blackpool,12,14
164,West Ham,0,Blackpool,0,2010-11-13,Blackpool,13,15
165,Blackpool,2,Wolves,1,2010-11-20,Blackpool,14,18
166,Bolton,2,Blackpool,2,2010-11-27,Blackpool,15,19
167,Stoke,0,Blackpool,1,2010-12-11,Blackpool,16,22
168,Sunderland,0,Blackpool,2,2010-12-28,Blackpool,17,25
169,Man City,1,Blackpool,0,2011-01-01,Blackpool,18,25
170,Blackpool,1,Birmingham,2,2011-01-04,Blackpool,19,25
171,Blackpool,2,Liverpool,1,2011-01-12,Blackpool,20,28
172,West Brom,3,Blackpool,2,2011-01-15,Blackpool,21,28
173,Blackpool,1,Sunderland,2,2011-01-22,Blackpool,22,28
174,Blackpool,2,Man Utd,3,2011-01-25,Blackpool,23,28
175,Blackpool,1,West Ham,3,2011-02-02,Blackpool,24,28
176,Everton,5,Blackpool,3,2011-02-05,Blackpool,25,28
177,Blackpool,1,Aston Villa,1,2011-02-12,Blackpool,26,29
178,Blackpool,3,Spurs,1,2011-02-22,Blackpool,27,32
179,Wolves,4,Blackpool,0,2011-02-26,Blackpool,28,32
180,Blackpool,1,Chelsea,3,2011-03-07,Blackpool,29,32
181,Blackburn,2,Blackpool,2,2011-03-19,Blackpool,30,33
182,Fulham,3,Blackpool,0,2011-04-03,Blackpool,31,33
183,Blackpool,1,Arsenal,3,2011-04-10,Blackpool,32,33
184,Blackpool,1,Wigan,3,2011-04-16,Blackpool,33,33
185,Blackpool,1,Newcastle,1,2011-04-23,Blackpool,34,34
186,Blackpool,0,Stoke,0,2011-04-30,Blackpool,35,35
187,Spurs,1,Blackpool,1,2011-05-07,Blackpool,36,36
188,Blackpool,4,Bolton,3,2011-05-14,Blackpool,37,39
189,Man Utd,4,Blackpool,2,2011-05-22,Blackpool,38,39
190,Bolton,0,Fulham,0,2010-08-14,Bolton,1,1
191,West Ham,1,Bolton,3,2010-08-21,Bolton,2,4
192,Bolton,2,Birmingham,2,2010-08-29,Bolton,3,5
193,Arsenal,4,Bolton,1,2010-09-11,Bolton,4,5
194,Aston Villa,1,Bolton,1,2010-09-18,Bolton,5,6
195,Bolton,2,Man Utd,2,2010-09-26,Bolton,6,7
196,West Brom,1,Bolton,1,2010-10-02,Bolton,7,8
197,Bolton,2,Stoke,1,2010-10-16,Bolton,8,11
198,Wigan,1,Bolton,1,2010-10-23,Bolton,9,12
199,Bolton,0,Liverpool,1,2010-10-31,Bolton,10,12
200,Bolton,4,Spurs,2,2010-11-06,Bolton,11,15
201,Everton,1,Bolton,1,2010-11-10,Bolton,12,16
202,Wolves,2,Bolton,3,2010-11-13,Bolton,13,19
203,Bolton,5,Newcastle,1,2010-11-20,Bolton,14,22
204,Bolton,2,Blackpool,2,2010-11-27,Bolton,15,23
205,Man City,1,Bolton,0,2010-12-04,Bolton,16,23
206,Bolton,2,Blackburn,1,2010-12-12,Bolton,17,26
207,Sunderland,1,Bolton,0,2010-12-18,Bolton,18,26
208,Bolton,2,West Brom,0,2010-12-26,Bolton,19,29
209,Chelsea,1,Bolton,0,2010-12-29,Bolton,20,29
210,Liverpool,2,Bolton,1,2011-01-01,Bolton,21,29
211,Bolton,1,Wigan,1,2011-01-05,Bolton,22,30
212,Stoke,2,Bolton,0,2011-01-15,Bolton,23,30
213,Bolton,0,Chelsea,4,2011-01-24,Bolton,24,30
214,Bolton,1,Wolves,0,2011-02-02,Bolton,25,33
215,Spurs,2,Bolton,1,2011-02-05,Bolton,26,33
216,Bolton,2,Everton,0,2011-02-13,Bolton,27,36
217,Newcastle,1,Bolton,1,2011-02-26,Bolton,28,37
218,Bolton,3,Aston Villa,2,2011-03-05,Bolton,29,40
219,Man Utd,1,Bolton,0,2011-03-19,Bolton,30,40
220,Birmingham,2,Bolton,1,2011-04-02,Bolton,31,40
221,Bolton,3,West Ham,0,2011-04-09,Bolton,32,43
222,Bolton,2,Arsenal,1,2011-04-24,Bolton,33,46
223,Fulham,3,Bolton,0,2011-04-27,Bolton,34,46
224,Blackburn,1,Bolton,0,2011-04-30,Bolton,35,46
225,Bolton,1,Sunderland,2,2011-05-07,Bolton,36,46
226,Blackpool,4,Bolton,3,2011-05-14,Bolton,37,46
227,Bolton,0,Man City,2,2011-05-22,Bolton,38,46
228,Chelsea,6,West Brom,0,2010-08-14,Chelsea,1,3
229,Wigan,0,Chelsea,6,2010-08-21,Chelsea,2,6
230,Chelsea,2,Stoke,0,2010-08-28,Chelsea,3,9
231,West Ham,1,Chelsea,3,2010-09-11,Chelsea,4,12
232,Chelsea,4,Blackpool,0,2010-09-19,Chelsea,5,15
233,Man City,1,Chelsea,0,2010-09-25,Chelsea,6,15
234,Chelsea,2,Arsenal,0,2010-10-03,Chelsea,7,18
235,Aston Villa,0,Chelsea,0,2010-10-16,Chelsea,8,19
236,Chelsea,2,Wolves,0,2010-10-23,Chelsea,9,22
237,Blackburn,1,Chelsea,2,2010-10-30,Chelsea,10,25
238,Liverpool,2,Chelsea,0,2010-11-07,Chelsea,11,25
239,Chelsea,1,Fulham,0,2010-11-10,Chelsea,12,28
240,Chelsea,0,Sunderland,3,2010-11-14,Chelsea,13,28
241,Birmingham,1,Chelsea,0,2010-11-20,Chelsea,14,28
242,Newcastle,1,Chelsea,1,2010-11-28,Chelsea,15,29
243,Chelsea,1,Everton,1,2010-12-04,Chelsea,16,30
244,Spurs,1,Chelsea,1,2010-12-12,Chelsea,17,31
245,Arsenal,3,Chelsea,1,2010-12-27,Chelsea,18,31
246,Chelsea,1,Bolton,0,2010-12-29,Chelsea,19,34
247,Chelsea,3,Aston Villa,3,2011-01-02,Chelsea,20,35
248,Wolves,1,Chelsea,0,2011-01-05,Chelsea,21,35
249,Chelsea,2,Blackburn,0,2011-01-15,Chelsea,22,38
250,Bolton,0,Chelsea,4,2011-01-24,Chelsea,23,41
251,Sunderland,2,Chelsea,4,2011-02-01,Chelsea,24,44
252,Chelsea,0,Liverpool,1,2011-02-06,Chelsea,25,44
253,Fulham,0,Chelsea,0,2011-02-14,Chelsea,26,45
254,Chelsea,2,Man Utd,1,2011-03-01,Chelsea,27,48
255,Blackpool,1,Chelsea,3,2011-03-07,Chelsea,28,51
256,Chelsea,2,Man City,0,2011-03-20,Chelsea,29,54
257,Stoke,1,Chelsea,1,2011-04-02,Chelsea,30,55
258,Chelsea,1,Wigan,0,2011-04-09,Chelsea,31,58
259,West Brom,1,Chelsea,3,2011-04-16,Chelsea,32,61
260,Chelsea,3,Birmingham,1,2011-04-20,Chelsea,33,64
261,Chelsea,3,West Ham,0,2011-04-23,Chelsea,34,67
262,Chelsea,2,Spurs,1,2011-04-30,Chelsea,35,70
263,Man Utd,2,Chelsea,1,2011-05-08,Chelsea,36,70
264,Chelsea,2,Newcastle,2,2011-05-15,Chelsea,37,71
265,Everton,1,Chelsea,0,2011-05-22,Chelsea,38,71
266,Blackburn,1,Everton,0,2010-08-14,Everton,1,0
267,Everton,1,Wolves,1,2010-08-21,Everton,2,1
268,Aston Villa,1,Everton,0,2010-08-29,Everton,3,1
269,Everton,3,Man Utd,3,2010-09-11,Everton,4,2
270,Everton,0,Newcastle,1,2010-09-18,Everton,5,2
271,Fulham,0,Everton,0,2010-09-25,Everton,6,3
272,Birmingham,0,Everton,2,2010-10-02,Everton,7,6
273,Everton,2,Liverpool,0,2010-10-17,Everton,8,9
274,Spurs,1,Everton,1,2010-10-23,Everton,9,10
275,Everton,1,Stoke,0,2010-10-30,Everton,10,13
276,Blackpool,2,Everton,2,2010-11-06,Everton,11,14
277,Everton,1,Bolton,1,2010-11-10,Everton,12,15
278,Everton,1,Arsenal,2,2010-11-14,Everton,13,15
279,Sunderland,2,Everton,2,2010-11-22,Everton,14,16
280,Everton,1,West Brom,4,2010-11-27,Everton,15,16
281,Chelsea,1,Everton,1,2010-12-04,Everton,16,17
282,Everton,0,Wigan,0,2010-12-11,Everton,17,18
283,Man City,1,Everton,2,2010-12-20,Everton,18,21
284,West Ham,1,Everton,1,2010-12-28,Everton,19,22
285,Stoke,2,Everton,0,2011-01-01,Everton,20,22
286,Everton,2,Spurs,1,2011-01-05,Everton,21,25
287,Liverpool,2,Everton,2,2011-01-16,Everton,22,26
288,Everton,2,West Ham,2,2011-01-22,Everton,23,27
289,Arsenal,2,Everton,1,2011-02-01,Everton,24,27
290,Everton,5,Blackpool,3,2011-02-05,Everton,25,30
291,Bolton,2,Everton,0,2011-02-13,Everton,26,30
292,Everton,2,Sunderland,0,2011-02-26,Everton,27,33
293,Newcastle,1,Everton,2,2011-03-05,Everton,28,36
294,Everton,1,Birmingham,1,2011-03-09,Everton,29,37
295,Everton,2,Fulham,1,2011-03-19,Everton,30,40
296,Everton,2,Aston Villa,2,2011-04-02,Everton,31,41
297,Wolves,0,Everton,3,2011-04-09,Everton,32,44
298,Everton,2,Blackburn,0,2011-04-16,Everton,33,47
299,Man Utd,1,Everton,0,2011-04-23,Everton,34,47
300,Wigan,1,Everton,1,2011-04-30,Everton,35,48
301,Everton,2,Man City,1,2011-05-07,Everton,36,51
302,West Brom,1,Everton,0,2011-05-14,Everton,37,51
303,Everton,1,Chelsea,0,2011-05-22,Everton,38,54
304,Bolton,0,Fulham,0,2010-08-14,Fulham,1,1
305,Fulham,2,Man Utd,2,2010-08-22,Fulham,2,2
306,Blackpool,2,Fulham,2,2010-08-28,Fulham,3,3
307,Fulham,2,Wolves,1,2010-09-11,Fulham,4,6
308,Blackburn,1,Fulham,1,2010-09-18,Fulham,5,7
309,Fulham,0,Everton,0,2010-09-25,Fulham,6,8
310,West Ham,1,Fulham,1,2010-10-02,Fulham,7,9
311,Fulham,1,Spurs,2,2010-10-16,Fulham,8,9
312,West Brom,2,Fulham,1,2010-10-23,Fulham,9,9
313,Fulham,2,Wigan,0,2010-10-30,Fulham,10,12
314,Fulham,1,Aston Villa,1,2010-11-06,Fulham,11,13
315,Chelsea,1,Fulham,0,2010-11-10,Fulham,12,13
316,Newcastle,0,Fulham,0,2010-11-13,Fulham,13,14
317,Fulham,1,Man City,4,2010-11-21,Fulham,14,14
318,Fulham,1,Birmingham,1,2010-11-27,Fulham,15,15
319,Arsenal,2,Fulham,1,2010-12-04,Fulham,16,15
320,Fulham,0,Sunderland,0,2010-12-11,Fulham,17,16
321,Fulham,1,West Ham,3,2010-12-26,Fulham,18,16
322,Stoke,0,Fulham,2,2010-12-28,Fulham,19,19
323,Spurs,1,Fulham,0,2011-01-01,Fulham,20,19
324,Fulham,3,West Brom,0,2011-01-04,Fulham,21,22
325,Wigan,1,Fulham,1,2011-01-15,Fulham,22,23
326,Fulham,2,Stoke,0,2011-01-22,Fulham,23,26
327,Liverpool,1,Fulham,0,2011-01-26,Fulham,24,26
328,Fulham,1,Newcastle,0,2011-02-02,Fulham,25,29
329,Aston Villa,2,Fulham,2,2011-02-05,Fulham,26,30
330,Fulham,0,Chelsea,0,2011-02-14,Fulham,27,31
331,Man City,1,Fulham,1,2011-02-27,Fulham,28,32
332,Fulham,3,Blackburn,2,2011-03-05,Fulham,29,35
333,Everton,2,Fulham,1,2011-03-19,Fulham,30,35
334,Fulham,3,Blackpool,0,2011-04-03,Fulham,31,38
335,Man Utd,2,Fulham,0,2011-04-09,Fulham,32,38
336,Wolves,1,Fulham,1,2011-04-23,Fulham,33,39
337,Fulham,3,Bolton,0,2011-04-27,Fulham,34,42
338,Sunderland,0,Fulham,3,2011-04-30,Fulham,35,45
339,Fulham,2,Liverpool,5,2011-05-09,Fulham,36,45
340,Birmingham,0,Fulham,2,2011-05-15,Fulham,37,48
341,Fulham,2,Arsenal,2,2011-05-22,Fulham,38,49
342,Liverpool,1,Arsenal,1,2010-08-15,Liverpool,1,1
343,Man City,3,Liverpool,0,2010-08-23,Liverpool,2,1
344,Liverpool,1,West Brom,0,2010-08-29,Liverpool,3,4
345,Birmingham,0,Liverpool,0,2010-09-12,Liverpool,4,5
346,Man Utd,3,Liverpool,2,2010-09-19,Liverpool,5,5
347,Liverpool,2,Sunderland,2,2010-09-25,Liverpool,6,6
348,Liverpool,1,Blackpool,2,2010-10-03,Liverpool,7,6
349,Everton,2,Liverpool,0,2010-10-17,Liverpool,8,6
350,Liverpool,2,Blackburn,1,2010-10-24,Liverpool,9,9
351,Bolton,0,Liverpool,1,2010-10-31,Liverpool,10,12
352,Liverpool,2,Chelsea,0,2010-11-07,Liverpool,11,15
353,Wigan,1,Liverpool,1,2010-11-10,Liverpool,12,16
354,Stoke,2,Liverpool,0,2010-11-13,Liverpool,13,16
355,Liverpool,3,West Ham,0,2010-11-20,Liverpool,14,19
356,Spurs,2,Liverpool,1,2010-11-28,Liverpool,15,19
357,Liverpool,3,Aston Villa,0,2010-12-06,Liverpool,16,22
358,Newcastle,3,Liverpool,1,2010-12-11,Liverpool,17,22
359,Liverpool,0,Wolves,1,2010-12-29,Liverpool,18,22
360,Liverpool,2,Bolton,1,2011-01-01,Liverpool,19,25
361,Blackburn,3,Liverpool,1,2011-01-05,Liverpool,20,25
362,Blackpool,2,Liverpool,1,2011-01-12,Liverpool,21,25
363,Liverpool,2,Everton,2,2011-01-16,Liverpool,22,26
364,Wolves,0,Liverpool,3,2011-01-22,Liverpool,23,29
365,Liverpool,1,Fulham,0,2011-01-26,Liverpool,24,32
366,Liverpool,2,Stoke,0,2011-02-02,Liverpool,25,35
367,Chelsea,0,Liverpool,1,2011-02-06,Liverpool,26,38
368,Liverpool,1,Wigan,1,2011-02-12,Liverpool,27,39
369,West Ham,3,Liverpool,1,2011-02-27,Liverpool,28,39
370,Liverpool,3,Man Utd,1,2011-03-06,Liverpool,29,42
371,Sunderland,0,Liverpool,2,2011-03-20,Liverpool,30,45
372,West Brom,2,Liverpool,1,2011-04-02,Liverpool,31,45
373,Liverpool,3,Man City,0,2011-04-11,Liverpool,32,48
374,Arsenal,1,Liverpool,1,2011-04-17,Liverpool,33,49
375,Liverpool,5,Birmingham,0,2011-04-23,Liverpool,34,52
376,Liverpool,3,Newcastle,0,2011-05-01,Liverpool,35,55
377,Fulham,2,Liverpool,5,2011-05-09,Liverpool,36,58
378,Liverpool,0,Spurs,2,2011-05-15,Liverpool,37,58
379,Aston Villa,1,Liverpool,0,2011-05-22,Liverpool,38,58
380,Spurs,0,Man City,0,2010-08-14,Man City,1,1
381,Man City,3,Liverpool,0,2010-08-23,Man City,2,4
382,Sunderland,1,Man City,0,2010-08-29,Man City,3,4
383,Man City,1,Blackburn,1,2010-09-11,Man City,4,5
384,Wigan,0,Man City,2,2010-09-19,Man City,5,8
385,Man City,1,Chelsea,0,2010-09-25,Man City,6,11
386,Man City,2,Newcastle,1,2010-10-03,Man City,7,14
387,Blackpool,2,Man City,3,2010-10-17,Man City,8,17
388,Man City,0,Arsenal,3,2010-10-24,Man City,9,17
389,Wolves,2,Man City,1,2010-10-30,Man City,10,17
390,West Brom,0,Man City,2,2010-11-07,Man City,11,20
391,Man City,0,Man Utd,0,2010-11-10,Man City,12,21
392,Man City,0,Birmingham,0,2010-11-13,Man City,13,22
393,Fulham,1,Man City,4,2010-11-21,Man City,14,25
394,Stoke,1,Man City,1,2010-11-27,Man City,15,26
395,Man City,1,Bolton,0,2010-12-04,Man City,16,29
396,West Ham,1,Man City,3,2010-12-11,Man City,17,32
397,Man City,1,Everton,2,2010-12-20,Man City,18,32
398,Newcastle,1,Man City,3,2010-12-26,Man City,19,35
399,Man City,4,Aston Villa,0,2010-12-28,Man City,20,38
400,Man City,1,Blackpool,0,2011-01-01,Man City,21,41
401,Arsenal,0,Man City,0,2011-01-05,Man City,22,42
402,Man City,4,Wolves,3,2011-01-15,Man City,23,45
403,Aston Villa,1,Man City,0,2011-01-22,Man City,24,45
404,Birmingham,2,Man City,2,2011-02-02,Man City,25,46
405,Man City,3,West Brom,0,2011-02-05,Man City,26,49
406,Man Utd,2,Man City,1,2011-02-12,Man City,27,49
407,Man City,1,Fulham,1,2011-02-27,Man City,28,50
408,Man City,1,Wigan,0,2011-03-05,Man City,29,53
409,Chelsea,2,Man City,0,2011-03-20,Man City,30,53
410,Man City,5,Sunderland,0,2011-04-03,Man City,31,56
411,Liverpool,3,Man City,0,2011-04-11,Man City,32,56
412,Blackburn,0,Man City,1,2011-04-25,Man City,33,59
413,Man City,2,West Ham,1,2011-05-01,Man City,34,62
414,Everton,2,Man City,1,2011-05-07,Man City,35,62
