,home_team,home_goals,away_team,away_goals,date2,team,week,points
424,Liverpool,1,Reading,0,2012-10-20,Reading,7,3
425,Reading,3,Fulham,3,2012-10-27,Reading,8,4
426,QPR,1,Reading,1,2012-11-04,Reading,9,5
427,Reading,0,Norwich,0,2012-11-10,Reading,10,6
428,Reading,2,Everton,1,2012-11-17,Reading,11,9
429,Wigan,3,Reading,2,2012-11-24,Reading,12,9
430,Aston Villa,1,Reading,0,2012-11-27,Reading,13,9
431,Reading,3,Man Utd,4,2012-12-01,Reading,14,9
432,Southampton,1,Reading,0,2012-12-08,Reading,15,9
433,Sunderland,3,Reading,0,2012-12-11,Reading,16,9
434,Reading,2,Arsenal,5,2012-12-17,Reading,17,9
435,Man City,1,Reading,0,2012-12-22,Reading,18,9
436,Reading,0,Swansea,0,2012-12-26,Reading,19,10
437,Reading,1,West Ham,0,2012-12-29,Reading,20,13
438,Spurs,3,Reading,1,2013-01-01,Reading,21,13
439,Reading,3,West Brom,2,2013-01-12,Reading,22,16
440,Newcastle,1,Reading,2,2013-01-19,Reading,23,19
441,Reading,2,Chelsea,2,2013-01-30,Reading,24,20
442,Reading,2,Sunderland,1,2013-02-02,Reading,25,23
443,Stoke,2,Reading,1,2013-02-09,Reading,26,23
444,Reading,0,Wigan,3,2013-02-23,Reading,27,23
445,Everton,3,Reading,1,2013-03-02,Reading,28,23
446,Reading,1,Aston Villa,2,2013-03-09,Reading,29,23
447,Man Utd,1,Reading,0,2013-03-16,Reading,30,23
448,Arsenal,4,Reading,1,2013-03-30,Reading,31,23
449,Reading,0,Southampton,2,2013-04-06,Reading,32,23
450,Reading,0,Liverpool,0,2013-04-13,Reading,33,24
451,Norwich,2,Reading,1,2013-04-20,Reading,34,24
452,Reading,0,QPR,0,2013-04-28,Reading,35,25
453,Fulham,2,Reading,4,2013-05-04,Reading,36,28
454,Reading,0,Man City,2,2013-05-14,Reading,37,28
455,West Ham,4,Reading,2,2013-05-19,Reading,38,28
456,Man City,3,Southampton,2,2012-08-19,Southampton,1,0
457,Southampton,0,Wigan,2,2012-08-25,Southampton,2,0
458,Southampton,2,Man Utd,3,2012-09-02,Southampton,3,0
459,Arsenal,6,Southampton,1,2012-09-15,Southampton,4,0
460,Southampton,4,Aston Villa,1,2012-09-22,Southampton,5,3
461,Everton,3,Southampton,1,2012-09-29,Southampton,6,3
462,Southampton,2,Fulham,2,2012-10-07,Southampton,7,4
463,West Ham,4,Southampton,1,2012-10-20,Southampton,8,4
464,Southampton,1,Spurs,2,2012-10-28,Southampton,9,4
465,West Brom,2,Southampton,0,2012-11-05,Southampton,10,4
466,Southampton,1,Swansea,1,2012-11-10,Southampton,11,5
467,QPR,1,Southampton,3,2012-11-17,Southampton,12,8
468,Southampton,2,Newcastle,0,2012-11-25,Southampton,13,11
469,Southampton,1,Norwich,1,2012-11-28,Southampton,14,12
470,Liverpool,1,Southampton,0,2012-12-01,Southampton,15,12
471,Southampton,1,Reading,0,2012-12-08,Southampton,16,15
472,Southampton,0,Sunderland,1,2012-12-22,Southampton,17,15
473,Fulham,1,Southampton,1,2012-12-26,Southampton,18,16
474,Stoke,3,Southampton,3,2012-12-29,Southampton,19,17
475,Southampton,1,Arsenal,1,2013-01-01,Southampton,20,18
476,Aston Villa,0,Southampton,1,2013-01-12,Southampton,21,21
477,Chelsea,2,Southampton,2,2013-01-16,Southampton,22,22
478,Southampton,0,Everton,0,2013-01-21,Southampton,23,23
479,Man Utd,2,Southampton,1,2013-01-30,Southampton,24,23
480,Wigan,2,Southampton,2,2013-02-02,Southampton,25,24
481,Southampton,3,Man City,1,2013-02-09,Southampton,26,27
482,Newcastle,4,Southampton,2,2013-02-24,Southampton,27,27
483,Southampton,1,QPR,2,2013-03-02,Southampton,28,27
484,Norwich,0,Southampton,0,2013-03-09,Southampton,29,28
485,Southampton,3,Liverpool,1,2013-03-16,Southampton,30,31
486,Southampton,2,Chelsea,1,2013-03-30,Southampton,31,34
487,Reading,0,Southampton,2,2013-04-06,Southampton,32,37
488,Southampton,1,West Ham,1,2013-04-13,Southampton,33,38
489,Swansea,0,Southampton,0,2013-04-20,Southampton,34,39
490,Southampton,0,West Brom,3,2013-04-27,Southampton,35,39
491,Spurs,1,Southampton,0,2013-05-04,Southampton,36,39
492,Sunderland,1,Southampton,1,2013-05-12,Southampton,37,40
493,Southampton,1,Stoke,1,2013-05-19,Southampton,38,41
494,Newcastle,2,Spurs,1,2012-08-18,Spurs,1,0
495,Spurs,1,West Brom,1,2012-08-25,Spurs,2,1
496,Spurs,1,Norwich,1,2012-09-01,Spurs,3,2
497,Reading,1,Spurs,3,2012-09-16,Spurs,4,5
498,Spurs,2,QPR,1,2012-09-23,Spurs,5,8
499,Man Utd,2,Spurs,3,2012-09-29,Spurs,6,11
500,Spurs,2,Aston Villa,0,2012-10-07,Spurs,7,14
501,Spurs,2,Chelsea,4,2012-10-20,Spurs,8,14
502,Southampton,1,Spurs,2,2012-10-28,Spurs,9,17
503,Spurs,0,Wigan,1,2012-11-03,Spurs,10,17
504,Man City,2,Spurs,1,2012-11-11,Spurs,11,17
505,Arsenal,5,Spurs,2,2012-11-17,Spurs,12,17
506,Spurs,3,West Ham,1,2012-11-25,Spurs,13,20
507,Spurs,2,Liverpool,1,2012-11-28,Spurs,14,23
508,Fulham,0,Spurs,3,2012-12-01,Spurs,15,26
509,Everton,2,Spurs,1,2012-12-09,Spurs,16,26
510,Spurs,1,Swansea,0,2012-12-16,Spurs,17,29
511,Spurs,0,Stoke,0,2012-12-22,Spurs,18,30
512,Aston Villa,0,Spurs,4,2012-12-26,Spurs,19,33
513,Sunderland,1,Spurs,2,2012-12-29,Spurs,20,36
514,Spurs,3,Reading,1,2013-01-01,Spurs,21,39
515,QPR,0,Spurs,0,2013-01-12,Spurs,22,40
516,Spurs,1,Man Utd,1,2013-01-20,Spurs,23,41
517,Norwich,1,Spurs,1,2013-01-30,Spurs,24,42
518,West Brom,0,Spurs,1,2013-02-03,Spurs,25,45
519,Spurs,2,Newcastle,1,2013-02-09,Spurs,26,48
520,West Ham,2,Spurs,3,2013-02-25,Spurs,27,51
521,Spurs,2,Arsenal,1,2013-03-03,Spurs,28,54
522,Liverpool,3,Spurs,2,2013-03-10,Spurs,29,54
523,Spurs,0,Fulham,1,2013-03-17,Spurs,30,54
524,Swansea,1,Spurs,2,2013-03-30,Spurs,31,57
525,Spurs,2,Everton,2,2013-04-07,Spurs,32,58
526,Spurs,3,Man City,1,2013-04-21,Spurs,33,61
527,Wigan,2,Spurs,2,2013-04-27,Spurs,34,62
528,Spurs,1,Southampton,0,2013-05-04,Spurs,35,65
529,Chelsea,2,Spurs,2,2013-05-08,Spurs,36,66
530,Stoke,1,Spurs,2,2013-05-12,Spurs,37,69
531,Spurs,1,Sunderland,0,2013-05-19,Spurs,38,72
532,Reading,1,Stoke,1,2012-08-18,Stoke,1,1
533,Stoke,0,Arsenal,0,2012-08-26,Stoke,2,2
534,Wigan,2,Stoke,2,2012-09-01,Stoke,3,3
535,Stoke,1,Man City,1,2012-09-15,Stoke,4,4
536,Chelsea,1,Stoke,0,2012-09-22,Stoke,5,4
537,Stoke,2,Swansea,0,2012-09-29,Stoke,6,7
538,Liverpool,0,Stoke,0,2012-10-07,Stoke,7,8
539,Man Utd,4,Stoke,2,2012-10-20,Stoke,8,8
540,Stoke,0,Sunderland,0,2012-10-27,Stoke,9,9
541,Norwich,1,Stoke,0,2012-11-03,Stoke,10,9
542,Stoke,1,QPR,0,2012-11-10,Stoke,11,12
543,West Ham,1,Stoke,1,2012-11-19,Stoke,12,13
544,Stoke,1,Fulham,0,2012-11-24,Stoke,13,16
545,Stoke,2,Newcastle,1,2012-11-28,Stoke,14,19
546,West Brom,0,Stoke,1,2012-12-01,Stoke,15,22
547,Aston Villa,0,Stoke,0,2012-12-08,Stoke,16,23
548,Stoke,1,Everton,1,2012-12-15,Stoke,17,24
549,Spurs,0,Stoke,0,2012-12-22,Stoke,18,25
550,Stoke,3,Liverpool,1,2012-12-26,Stoke,19,28
551,Stoke,3,Southampton,3,2012-12-29,Stoke,20,29
552,Man City,3,Stoke,0,2013-01-01,Stoke,21,29
553,Stoke,0,Chelsea,4,2013-01-12,Stoke,22,29
554,Swansea,3,Stoke,1,2013-01-19,Stoke,23,29
555,Stoke,2,Wigan,2,2013-01-29,Stoke,24,30
556,Arsenal,1,Stoke,0,2013-02-02,Stoke,25,30
557,Stoke,2,Reading,1,2013-02-09,Stoke,26,33
558,Fulham,1,Stoke,0,2013-02-23,Stoke,27,33
559,Stoke,0,West Ham,1,2013-03-02,Stoke,28,33
560,Newcastle,2,Stoke,1,2013-03-10,Stoke,29,33
561,Stoke,0,West Brom,0,2013-03-16,Stoke,30,34
562,Everton,1,Stoke,0,2013-03-30,Stoke,31,34
563,Stoke,1,Aston Villa,3,2013-04-06,Stoke,32,34
564,Stoke,0,Man Utd,2,2013-04-14,Stoke,33,34
565,QPR,0,Stoke,2,2013-04-20,Stoke,34,37
566,Stoke,1,Norwich,0,2013-04-27,Stoke,35,40
567,Sunderland,1,Stoke,1,2013-05-06,Stoke,36,41
568,Stoke,1,Spurs,2,2013-05-12,Stoke,37,41
569,Southampton,1,Stoke,1,2013-05-19,Stoke,38,42
570,Arsenal,0,Sunderland,0,2012-08-18,Sunderland,1,1
571,Swansea,2,Sunderland,2,2012-09-01,Sunderland,2,2
572,Sunderland,1,Liverpool,1,2012-09-15,Sunderland,3,3
573,West Ham,1,Sunderland,1,2012-09-22,Sunderland,4,4
574,Sunderland,1,Wigan,0,2012-09-29,Sunderland,5,7
575,Man City,3,Sunderland,0,2012-10-06,Sunderland,6,7
576,Sunderland,1,Newcastle,1,2012-10-21,Sunderland,7,8
577,Stoke,0,Sunderland,0,2012-10-27,Sunderland,8,9
578,Sunderland,0,Aston Villa,1,2012-11-03,Sunderland,9,9
579,Everton,2,Sunderland,1,2012-11-10,Sunderland,10,9
580,Fulham,1,Sunderland,3,2012-11-18,Sunderland,11,12
581,Sunderland,2,West Brom,4,2012-11-24,Sunderland,12,12
582,Sunderland,0,QPR,0,2012-11-27,Sunderland,13,13
583,Norwich,2,Sunderland,1,2012-12-02,Sunderland,14,13
584,Sunderland,1,Chelsea,3,2012-12-08,Sunderland,15,13
585,Sunderland,3,Reading,0,2012-12-11,Sunderland,16,16
586,Man Utd,3,Sunderland,1,2012-12-15,Sunderland,17,16
587,Southampton,0,Sunderland,1,2012-12-22,Sunderland,18,19
588,Sunderland,1,Man City,0,2012-12-26,Sunderland,19,22
589,Sunderland,1,Spurs,2,2012-12-29,Sunderland,20,22
590,Liverpool,3,Sunderland,0,2013-01-02,Sunderland,21,22
591,Sunderland,3,West Ham,0,2013-01-12,Sunderland,22,25
592,Wigan,2,Sunderland,3,2013-01-19,Sunderland,23,28
593,Sunderland,0,Swansea,0,2013-01-29,Sunderland,24,29
594,Reading,2,Sunderland,1,2013-02-02,Sunderland,25,29
595,Sunderland,0,Arsenal,1,2013-02-09,Sunderland,26,29
596,West Brom,2,Sunderland,1,2013-02-23,Sunderland,27,29
597,Sunderland,2,Fulham,2,2013-03-02,Sunderland,28,30
598,QPR,3,Sunderland,1,2013-03-09,Sunderland,29,30
599,Sunderland,1,Norwich,1,2013-03-17,Sunderland,30,31
600,Sunderland,0,Man Utd,1,2013-03-30,Sunderland,31,31
601,Chelsea,2,Sunderland,1,2013-04-07,Sunderland,32,31
602,Newcastle,0,Sunderland,3,2013-04-14,Sunderland,33,34
603,Sunderland,1,Everton,0,2013-04-20,Sunderland,34,37
604,Aston Villa,6,Sunderland,1,2013-04-29,Sunderland,35,37
605,Sunderland,1,Stoke,1,2013-05-06,Sunderland,36,38
606,Sunderland,1,Southampton,1,2013-05-12,Sunderland,37,39
607,Spurs,1,Sunderland,0,2013-05-19,Sunderland,38,39
608,QPR,0,Swansea,5,2012-08-18,Swansea,1,3
609,Swansea,3,West Ham,0,2012-08-25,Swansea,2,6
610,Swansea,2,Sunderland,2,2012-09-01,Swansea,3,7
611,Aston Villa,2,Swansea,0,2012-09-15,Swansea,4,7
612,Swansea,0,Everton,3,2012-09-22,Swansea,5,7
613,Stoke,2,Swansea,0,2012-09-29,Swansea,6,7
614,Swansea,2,Reading,2,2012-10-06,Swansea,7,8
615,Swansea,2,Wigan,1,2012-10-20,Swansea,8,11
616,Man City,1,Swansea,0,2012-10-27,Swansea,9,11
617,Swansea,1,Chelsea,1,2012-11-03,Swansea,10,12
618,Southampton,1,Swansea,1,2012-11-10,Swansea,11,13
619,Newcastle,1,Swansea,2,2012-11-17,Swansea,12,16
620,Swansea,0,Liverpool,0,2012-11-25,Swansea,13,17
621,Swansea,3,West Brom,1,2012-11-28,Swansea,14,20
622,Arsenal,0,Swansea,2,2012-12-01,Swansea,15,23
623,Swansea,3,Norwich,4,2012-12-08,Swansea,16,23
624,Spurs,1,Swansea,0,2012-12-16,Swansea,17,23
625,Swansea,1,Man Utd,1,2012-12-23,Swansea,18,24
626,Reading,0,Swansea,0,2012-12-26,Swansea,19,25
627,Fulham,1,Swansea,2,2012-12-29,Swansea,20,28
628,Swansea,2,Aston Villa,2,2013-01-01,Swansea,21,29
629,Everton,0,Swansea,0,2013-01-12,Swansea,22,30
630,Swansea,3,Stoke,1,2013-01-19,Swansea,23,33
631,Sunderland,0,Swansea,0,2013-01-29,Swansea,24,34
632,West Ham,1,Swansea,0,2013-02-02,Swansea,25,34
633,Swansea,4,QPR,1,2013-02-09,Swansea,26,37
634,Liverpool,5,Swansea,0,2013-02-17,Swansea,27,37
635,Swansea,1,Newcastle,0,2013-03-02,Swansea,28,40
636,West Brom,2,Swansea,1,2013-03-09,Swansea,29,40
637,Swansea,0,Arsenal,2,2013-03-16,Swansea,30,40
638,Swansea,1,Spurs,2,2013-03-30,Swansea,31,40
639,Norwich,2,Swansea,2,2013-04-06,Swansea,32,41
640,Swansea,0,Southampton,0,2013-04-20,Swansea,33,42
641,Chelsea,2,Swansea,0,2013-04-28,Swansea,34,42
642,Swansea,0,Man City,0,2013-05-04,Swansea,35,43
643,Wigan,2,Swansea,3,2013-05-07,Swansea,36,46
644,Man Utd,2,Swansea,1,2013-05-12,Swansea,37,46
645,Swansea,0,Fulham,3,2013-05-19,Swansea,38,46
646,West Brom,3,Liverpool,0,2012-08-18,West Brom,1,3
647,Spurs,1,West Brom,1,2012-08-25,West Brom,2,4
648,West Brom,2,Everton,0,2012-09-01,West Brom,3,7
649,Fulham,3,West Brom,0,2012-09-15,West Brom,4,7
650,West Brom,1,Reading,0,2012-09-22,West Brom,5,10
651,Aston Villa,1,West Brom,1,2012-09-30,West Brom,6,11
652,West Brom,3,QPR,2,2012-10-06,West Brom,7,14
653,West Brom,1,Man City,2,2012-10-20,West Brom,8,14
654,Newcastle,2,West Brom,1,2012-10-28,West Brom,9,14
655,West Brom,2,Southampton,0,2012-11-05,West Brom,10,17
656,Wigan,1,West Brom,2,2012-11-10,West Brom,11,20
657,West Brom,2,Chelsea,1,2012-11-17,West Brom,12,23
658,Sunderland,2,West Brom,4,2012-11-24,West Brom,13,26
659,Swansea,3,West Brom,1,2012-11-28,West Brom,14,26
660,West Brom,0,Stoke,1,2012-12-01,West Brom,15,26
661,Arsenal,2,West Brom,0,2012-12-08,West Brom,16,26
662,West Brom,0,West Ham,0,2012-12-16,West Brom,17,27
663,West Brom,2,Norwich,1,2012-12-22,West Brom,18,30
664,QPR,1,West Brom,2,2012-12-26,West Brom,19,33
665,Man Utd,2,West Brom,0,2012-12-29,West Brom,20,33
666,West Brom,1,Fulham,2,2013-01-01,West Brom,21,33
667,Reading,3,West Brom,2,2013-01-12,West Brom,22,33
668,West Brom,2,Aston Villa,2,2013-01-19,West Brom,23,34
669,Everton,2,West Brom,1,2013-01-30,West Brom,24,34
670,West Brom,0,Spurs,1,2013-02-03,West Brom,25,34
671,Liverpool,0,West Brom,2,2013-02-11,West Brom,26,37
672,West Brom,2,Sunderland,1,2013-02-23,West Brom,27,40
673,Chelsea,1,West Brom,0,2013-03-02,West Brom,28,40
674,West Brom,2,Swansea,1,2013-03-09,West Brom,29,43
675,Stoke,0,West Brom,0,2013-03-16,West Brom,30,44
676,West Ham,3,West Brom,1,2013-03-30,West Brom,31,44
677,West Brom,1,Arsenal,2,2013-04-06,West Brom,32,44
678,West Brom,1,Newcastle,1,2013-04-20,West Brom,33,45
679,Southampton,0,West Brom,3,2013-04-27,West Brom,34,48
680,West Brom,2,Wigan,3,2013-05-04,West Brom,35,48
681,Man City,1,West Brom,0,2013-05-07,West Brom,36,48
682,Norwich,4,West Brom,0,2013-05-12,West Brom,37,48
683,West Brom,5,Man Utd,5,2013-05-19,West Brom,38,49
684,West Ham,1,Aston Villa,0,2012-08-18,West Ham,1,3
685,Swansea,3,West Ham,0,2012-08-25,West Ham,2,3
686,West Ham,3,Fulham,0,2012-09-01,West Ham,3,6
687,Norwich,0,West Ham,0,2012-09-15,West Ham,4,7
688,West Ham,1,Sunderland,1,2012-09-22,West Ham,5,8
689,QPR,1,West Ham,2,2012-10-01,West Ham,6,11
690,West Ham,1,Arsenal,3,2012-10-06,West Ham,7,11
691,West Ham,4,Southampton,1,2012-10-20,West Ham,8,14
692,Wigan,2,West Ham,1,2012-10-27,West Ham,9,14
693,West Ham,0,Man City,0,2012-11-03,West Ham,10,15
694,Newcastle,0,West Ham,1,2012-11-11,West Ham,11,18
695,West Ham,1,Stoke,1,2012-11-19,West Ham,12,19
696,Spurs,3,West Ham,1,2012-11-25,West Ham,13,19
697,Man Utd,1,West Ham,0,2012-11-28,West Ham,14,19
698,West Ham,3,Chelsea,1,2012-12-01,West Ham,15,22
699,West Ham,2,Liverpool,3,2012-12-09,West Ham,16,22
700,West Brom,0,West Ham,0,2012-12-16,West Ham,17,23
701,West Ham,1,Everton,2,2012-12-22,West Ham,18,23
702,Reading,1,West Ham,0,2012-12-29,West Ham,19,23
703,West Ham,2,Norwich,1,2013-01-01,West Ham,20,26
704,Sunderland,3,West Ham,0,2013-01-12,West Ham,21,26
705,West Ham,1,QPR,1,2013-01-19,West Ham,22,27
706,Arsenal,5,West Ham,1,2013-01-23,West Ham,23,27
707,Fulham,3,West Ham,1,2013-01-30,West Ham,24,27
708,West Ham,1,Swansea,0,2013-02-02,West Ham,25,30
709,Aston Villa,2,West Ham,1,2013-02-10,West Ham,26,30
710,West Ham,2,Spurs,3,2013-02-25,West Ham,27,30
711,Stoke,0,West Ham,1,2013-03-02,West Ham,28,33
712,Chelsea,2,West Ham,0,2013-03-17,West Ham,29,33
713,West Ham,3,West Brom,1,2013-03-30,West Ham,30,36
714,Liverpool,0,West Ham,0,2013-04-07,West Ham,31,37
715,Southampton,1,West Ham,1,2013-04-13,West Ham,32,38
716,West Ham,2,Man Utd,2,2013-04-17,West Ham,33,39
717,West Ham,2,Wigan,0,2013-04-20,West Ham,34,42
718,Man City,2,West Ham,1,2013-04-27,West Ham,35,42
719,West Ham,0,Newcastle,0,2013-05-04,West Ham,36,43
720,Everton,2,West Ham,0,2013-05-12,West Ham,37,43
721,West Ham,4,Reading,2,2013-05-19,West Ham,38,46
722,Wigan,0,Chelsea,2,2012-08-19,Wigan,1,0
723,Southampton,0,Wigan,2,2012-08-25,Wigan,2,3
724,Wigan,2,Stoke,2,2012-09-01,Wigan,3,4
725,Man Utd,4,Wigan,0,2012-09-15,Wigan,4,4
726,Wigan,1,Fulham,2,2012-09-22,Wigan,5,4
727,Sunderland,1,Wigan,0,2012-09-29,Wigan,6,4
728,Wigan,2,Everton,2,2012-10-06,Wigan,7,5
729,Swansea,2,Wigan,1,2012-10-20,Wigan,8,5
730,Wigan,2,West Ham,1,2012-10-27,Wigan,9,8
731,Spurs,0,Wigan,1,2012-11-03,Wigan,10,11
732,Wigan,1,West Brom,2,2012-11-10,Wigan,11,11
733,Liverpool,3,Wigan,0,2012-11-17,Wigan,12,11
734,Wigan,3,Reading,2,2012-11-24,Wigan,13,14
735,Wigan,0,Man City,2,2012-11-28,Wigan,14,14
736,Newcastle,3,Wigan,0,2012-12-03,Wigan,15,14
737,Wigan,2,QPR,2,2012-12-08,Wigan,16,15
738,Norwich,2,Wigan,1,2012-12-15,Wigan,17,15
739,Wigan,0,Arsenal,1,2012-12-22,Wigan,18,15
740,Everton,2,Wigan,1,2012-12-26,Wigan,19,15
741,Aston Villa,0,Wigan,3,2012-12-29,Wigan,20,18
742,Wigan,0,Man Utd,4,2013-01-01,Wigan,21,18
743,Fulham,1,Wigan,1,2013-01-12,Wigan,22,19
744,Wigan,2,Sunderland,3,2013-01-19,Wigan,23,19
745,Stoke,2,Wigan,2,2013-01-29,Wigan,24,20
746,Wigan,2,Southampton,2,2013-02-02,Wigan,25,21
747,Chelsea,4,Wigan,1,2013-02-09,Wigan,26,21
748,Reading,0,Wigan,3,2013-02-23,Wigan,27,24
749,Wigan,0,Liverpool,4,2013-03-02,Wigan,28,24
750,Wigan,2,Newcastle,1,2013-03-17,Wigan,29,27
751,Wigan,1,Norwich,0,2013-03-30,Wigan,30,30
752,QPR,1,Wigan,1,2013-04-07,Wigan,31,31
753,Man City,1,Wigan,0,2013-04-17,Wigan,32,31
754,West Ham,2,Wigan,0,2013-04-20,Wigan,33,31
755,Wigan,2,Spurs,2,2013-04-27,Wigan,34,32
756,West Brom,2,Wigan,3,2013-05-04,Wigan,35,35
757,Wigan,2,Swansea,3,2013-05-07,Wigan,36,35
758,Arsenal,4,Wigan,1,2013-05-14,Wigan,37,35
759,Wigan,2,Aston Villa,2,2013-05-19,Wigan,38,36
