,home_team,home_goals,away_team,away_goals,date2,team,week,points
410,Spurs,3,Norwich,0,2015-12-26,Spurs,31,32
411,Watford,1,Spurs,2,2015-12-28,Spurs,32,35
412,Everton,1,Spurs,1,2016-01-03,Spurs,33,36
413,Spurs,0,Leicester,1,2016-01-13,Spurs,34,36
414,Spurs,4,Sunderland,1,2016-01-16,Spurs,35,39
415,Crystal Palace,1,Spurs,3,2016-01-23,Spurs,36,42
416,Norwich,0,Spurs,3,2016-02-02,Spurs,37,45
417,Spurs,1,Watford,0,2016-02-06,Spurs,38,48
418,Man City,1,Spurs,2,2016-02-14,Spurs,1,51
419,Spurs,2,Swansea,1,2016-02-28,Spurs,2,54
420,West Ham,1,Spurs,0,2016-03-02,Spurs,3,54
421,Spurs,2,Arsenal,2,2016-03-05,Spurs,4,55
422,Aston Villa,0,Spurs,2,2016-03-13,Spurs,5,58
423,Spurs,3,Bournemouth,0,2016-03-20,Spurs,6,61
424,Stoke,0,Liverpool,1,2015-08-09,Stoke,7,0
425,Spurs,2,Stoke,2,2015-08-15,Stoke,8,1
426,Norwich,1,Stoke,1,2015-08-22,Stoke,9,2
427,Stoke,0,West Brom,1,2015-08-29,Stoke,10,2
428,Arsenal,2,Stoke,0,2015-09-12,Stoke,11,2
429,Stoke,2,Leicester,2,2015-09-19,Stoke,12,3
430,Stoke,2,Bournemouth,1,2015-09-26,Stoke,13,6
431,Aston Villa,0,Stoke,1,2015-10-03,Stoke,14,9
432,Swansea,0,Stoke,1,2015-10-19,Stoke,15,12
433,Stoke,0,Watford,2,2015-10-24,Stoke,16,12
434,Newcastle,0,Stoke,0,2015-10-31,Stoke,17,13
435,Stoke,1,Chelsea,0,2015-11-07,Stoke,18,16
436,Southampton,0,Stoke,1,2015-11-21,Stoke,19,19
437,Sunderland,2,Stoke,0,2015-11-28,Stoke,20,19
438,Stoke,2,Man City,0,2015-12-05,Stoke,21,22
439,West Ham,0,Stoke,0,2015-12-12,Stoke,22,23
440,Stoke,1,Crystal Palace,2,2015-12-19,Stoke,23,23
441,Stoke,2,Man Utd,0,2015-12-26,Stoke,24,26
442,Everton,3,Stoke,4,2015-12-28,Stoke,25,29
443,West Brom,2,Stoke,1,2016-01-02,Stoke,26,29
444,Stoke,3,Norwich,1,2016-01-13,Stoke,27,32
445,Stoke,0,Arsenal,0,2016-01-17,Stoke,28,33
446,Leicester,3,Stoke,0,2016-01-23,Stoke,29,33
447,Man Utd,3,Stoke,0,2016-02-02,Stoke,30,33
448,Stoke,0,Everton,3,2016-02-06,Stoke,31,33
449,Bournemouth,1,Stoke,3,2016-02-13,Stoke,32,36
450,Stoke,2,Aston Villa,1,2016-02-27,Stoke,33,39
451,Stoke,1,Newcastle,0,2016-03-02,Stoke,34,42
452,Chelsea,1,Stoke,1,2016-03-05,Stoke,35,43
453,Stoke,1,Southampton,2,2016-03-12,Stoke,36,43
454,Watford,1,Stoke,2,2016-03-19,Stoke,37,46
455,Leicester,4,Sunderland,2,2015-08-08,Sunderland,38,0
456,Sunderland,1,Norwich,3,2015-08-15,Sunderland,1,0
457,Sunderland,1,Swansea,1,2015-08-22,Sunderland,2,1
458,Aston Villa,2,Sunderland,2,2015-08-29,Sunderland,3,2
459,Sunderland,0,Spurs,1,2015-09-13,Sunderland,4,2
460,Bournemouth,2,Sunderland,0,2015-09-19,Sunderland,5,2
461,Man Utd,3,Sunderland,0,2015-09-26,Sunderland,6,2
462,Sunderland,2,West Ham,2,2015-10-03,Sunderland,7,3
463,West Brom,1,Sunderland,0,2015-10-17,Sunderland,8,3
464,Sunderland,3,Newcastle,0,2015-10-25,Sunderland,9,6
465,Everton,6,Sunderland,2,2015-11-01,Sunderland,10,6
466,Sunderland,0,Southampton,1,2015-11-07,Sunderland,11,6
467,Crystal Palace,0,Sunderland,1,2015-11-23,Sunderland,12,9
468,Sunderland,2,Stoke,0,2015-11-28,Sunderland,13,12
469,Arsenal,3,Sunderland,1,2015-12-05,Sunderland,14,12
470,Sunderland,0,Watford,1,2015-12-12,Sunderland,15,12
471,Chelsea,3,Sunderland,1,2015-12-19,Sunderland,16,12
472,Man City,4,Sunderland,1,2015-12-26,Sunderland,17,12
473,Sunderland,0,Liverpool,1,2015-12-30,Sunderland,18,12
474,Sunderland,3,Aston Villa,1,2016-01-02,Sunderland,19,15
475,Swansea,2,Sunderland,4,2016-01-13,Sunderland,20,18
476,Spurs,4,Sunderland,1,2016-01-16,Sunderland,21,18
477,Sunderland,1,Bournemouth,1,2016-01-23,Sunderland,22,19
478,Sunderland,0,Man City,1,2016-02-02,Sunderland,23,19
479,Liverpool,2,Sunderland,2,2016-02-06,Sunderland,24,20
480,Sunderland,2,Man Utd,1,2016-02-13,Sunderland,25,23
481,West Ham,1,Sunderland,0,2016-02-27,Sunderland,26,23
482,Sunderland,2,Crystal Palace,2,2016-03-01,Sunderland,27,24
483,Southampton,1,Sunderland,1,2016-03-05,Sunderland,28,25
484,Newcastle,1,Sunderland,1,2016-03-20,Sunderland,29,26
485,Chelsea,2,Swansea,2,2015-08-08,Swansea,30,1
486,Swansea,2,Newcastle,0,2015-08-15,Swansea,31,4
487,Sunderland,1,Swansea,1,2015-08-22,Swansea,32,5
488,Swansea,2,Man Utd,1,2015-08-30,Swansea,33,8
489,Watford,1,Swansea,0,2015-09-12,Swansea,34,8
490,Swansea,0,Everton,0,2015-09-19,Swansea,35,9
491,Southampton,3,Swansea,1,2015-09-26,Swansea,36,9
492,Swansea,2,Spurs,2,2015-10-04,Swansea,37,10
493,Swansea,0,Stoke,1,2015-10-19,Swansea,38,10
494,Aston Villa,1,Swansea,2,2015-10-24,Swansea,1,13
495,Swansea,0,Arsenal,3,2015-10-31,Swansea,2,13
496,Norwich,1,Swansea,0,2015-11-07,Swansea,3,13
497,Swansea,2,Bournemouth,2,2015-11-21,Swansea,4,14
498,Liverpool,1,Swansea,0,2015-11-29,Swansea,5,14
499,Swansea,0,Leicester,3,2015-12-05,Swansea,6,14
500,Man City,2,Swansea,1,2015-12-12,Swansea,7,14
501,Swansea,0,West Ham,0,2015-12-20,Swansea,8,15
502,Swansea,1,West Brom,0,2015-12-26,Swansea,9,18
503,Crystal Palace,0,Swansea,0,2015-12-28,Swansea,10,19
504,Man Utd,2,Swansea,1,2016-01-02,Swansea,11,19
505,Swansea,2,Sunderland,4,2016-01-13,Swansea,12,19
506,Swansea,1,Watford,0,2016-01-18,Swansea,13,22
507,Everton,1,Swansea,2,2016-01-24,Swansea,14,25
508,West Brom,1,Swansea,1,2016-02-02,Swansea,15,26
509,Swansea,1,Crystal Palace,1,2016-02-06,Swansea,16,27
510,Swansea,0,Southampton,1,2016-02-13,Swansea,17,27
511,Spurs,2,Swansea,1,2016-02-28,Swansea,18,27
512,Arsenal,1,Swansea,2,2016-03-02,Swansea,19,30
513,Swansea,1,Norwich,0,2016-03-05,Swansea,20,33
514,Bournemouth,3,Swansea,2,2016-03-12,Swansea,21,33
515,Swansea,1,Aston Villa,0,2016-03-19,Swansea,22,36
516,Everton,2,Watford,2,2015-08-08,Watford,23,1
517,Watford,0,West Brom,0,2015-08-15,Watford,24,2
518,Watford,0,Southampton,0,2015-08-23,Watford,25,3
519,Man City,2,Watford,0,2015-08-29,Watford,26,3
520,Watford,1,Swansea,0,2015-09-12,Watford,27,6
521,Newcastle,1,Watford,2,2015-09-19,Watford,28,9
522,Watford,0,Crystal Palace,1,2015-09-27,Watford,29,9
523,Bournemouth,1,Watford,1,2015-10-03,Watford,30,10
524,Watford,0,Arsenal,3,2015-10-17,Watford,31,10
525,Stoke,0,Watford,2,2015-10-24,Watford,32,13
526,Watford,2,West Ham,0,2015-10-31,Watford,33,16
527,Leicester,2,Watford,1,2015-11-07,Watford,34,16
528,Watford,1,Man Utd,2,2015-11-21,Watford,35,16
529,Aston Villa,2,Watford,3,2015-11-28,Watford,36,19
530,Watford,2,Norwich,0,2015-12-05,Watford,37,22
531,Sunderland,0,Watford,1,2015-12-12,Watford,38,25
532,Watford,3,Liverpool,0,2015-12-20,Watford,1,28
533,Chelsea,2,Watford,2,2015-12-26,Watford,2,29
534,Watford,1,Spurs,2,2015-12-28,Watford,3,29
535,Watford,1,Man City,2,2016-01-02,Watford,4,29
536,Southampton,2,Watford,0,2016-01-13,Watford,5,29
537,Swansea,1,Watford,0,2016-01-18,Watford,6,29
538,Watford,2,Newcastle,1,2016-01-23,Watford,7,32
539,Watford,0,Chelsea,0,2016-02-03,Watford,8,33
540,Spurs,1,Watford,0,2016-02-06,Watford,9,33
541,Crystal Palace,1,Watford,2,2016-02-13,Watford,10,36
542,Watford,0,Bournemouth,0,2016-02-27,Watford,11,37
543,Man Utd,1,Watford,0,2016-03-02,Watford,12,37
544,Watford,0,Leicester,1,2016-03-05,Watford,13,37
545,Watford,1,Stoke,2,2016-03-19,Watford,14,37
546,West Brom,0,Man City,3,2015-08-10,West Brom,15,0
547,Watford,0,West Brom,0,2015-08-15,West Brom,16,1
548,West Brom,2,Chelsea,3,2015-08-23,West Brom,17,1
549,Stoke,0,West Brom,1,2015-08-29,West Brom,18,4
550,West Brom,0,Southampton,0,2015-09-12,West Brom,19,5
551,Aston Villa,0,West Brom,1,2015-09-19,West Brom,20,8
552,West Brom,2,Everton,3,2015-09-28,West Brom,21,8
553,Crystal Palace,2,West Brom,0,2015-10-03,West Brom,22,8
554,West Brom,1,Sunderland,0,2015-10-17,West Brom,23,11
555,Norwich,0,West Brom,1,2015-10-24,West Brom,24,14
556,West Brom,2,Leicester,3,2015-10-31,West Brom,25,14
557,Man Utd,2,West Brom,0,2015-11-07,West Brom,26,14
558,West Brom,2,Arsenal,1,2015-11-21,West Brom,27,17
559,West Ham,1,West Brom,1,2015-11-29,West Brom,28,18
560,West Brom,1,Spurs,1,2015-12-05,West Brom,29,19
561,Liverpool,2,West Brom,2,2015-12-13,West Brom,30,20
562,West Brom,1,Bournemouth,2,2015-12-19,West Brom,31,20
563,Swansea,1,West Brom,0,2015-12-26,West Brom,32,20
564,West Brom,1,Newcastle,0,2015-12-28,West Brom,33,23
565,West Brom,2,Stoke,1,2016-01-02,West Brom,34,26
566,Chelsea,2,West Brom,2,2016-01-13,West Brom,35,27
567,Southampton,3,West Brom,0,2016-01-16,West Brom,36,27
568,West Brom,0,Aston Villa,0,2016-01-23,West Brom,37,28
569,West Brom,1,Swansea,1,2016-02-02,West Brom,38,29
570,Newcastle,1,West Brom,0,2016-02-06,West Brom,1,29
571,Everton,0,West Brom,1,2016-02-13,West Brom,2,32
572,West Brom,3,Crystal Palace,2,2016-02-27,West Brom,3,35
573,Leicester,2,West Brom,2,2016-03-01,West Brom,4,36
574,West Brom,1,Man Utd,0,2016-03-06,West Brom,5,39
575,West Brom,0,Norwich,1,2016-03-19,West Brom,6,39
576,Arsenal,0,West Ham,2,2015-08-09,West Ham,7,3
577,West Ham,1,Leicester,2,2015-08-15,West Ham,8,3
578,West Ham,3,Bournemouth,4,2015-08-22,West Ham,9,3
579,Liverpool,0,West Ham,3,2015-08-29,West Ham,10,6
580,West Ham,2,Newcastle,0,2015-09-14,West Ham,11,9
581,Man City,1,West Ham,2,2015-09-19,West Ham,12,12
582,West Ham,2,Norwich,2,2015-09-26,West Ham,13,13
583,Sunderland,2,West Ham,2,2015-10-03,West Ham,14,14
584,Crystal Palace,1,West Ham,3,2015-10-17,West Ham,15,17
585,West Ham,2,Chelsea,1,2015-10-24,West Ham,16,20
586,Watford,2,West Ham,0,2015-10-31,West Ham,17,20
587,West Ham,1,Everton,1,2015-11-07,West Ham,18,21
588,Spurs,4,West Ham,1,2015-11-22,West Ham,19,21
589,West Ham,1,West Brom,1,2015-11-29,West Ham,20,22
590,Man Utd,0,West Ham,0,2015-12-05,West Ham,21,23
591,West Ham,0,Stoke,0,2015-12-12,West Ham,22,24
592,Swansea,0,West Ham,0,2015-12-20,West Ham,23,25
593,Aston Villa,1,West Ham,1,2015-12-26,West Ham,24,26
594,West Ham,2,Southampton,1,2015-12-28,West Ham,25,29
595,West Ham,2,Liverpool,0,2016-01-02,West Ham,26,32
596,Bournemouth,1,West Ham,3,2016-01-12,West Ham,27,35
597,Newcastle,2,West Ham,1,2016-01-16,West Ham,28,35
598,West Ham,2,Man City,2,2016-01-23,West Ham,29,36
599,West Ham,2,Aston Villa,0,2016-02-02,West Ham,30,39
600,Southampton,1,West Ham,0,2016-02-06,West Ham,31,39
601,Norwich,2,West Ham,2,2016-02-13,West Ham,32,40
602,West Ham,1,Sunderland,0,2016-02-27,West Ham,33,43
603,West Ham,1,Spurs,0,2016-03-02,West Ham,34,46
604,Everton,2,West Ham,3,2016-03-05,West Ham,35,49
605,Chelsea,2,West Ham,2,2016-03-19,West Ham,36,50
